date_time,heart_zone_id,total_minutes
2023-12-01T08:33,FAT_BURN,1
2023-12-01T08:34,FAT_BURN,1
2023-12-01T09:03,FAT_BURN,1
2023-12-01T09:04,FAT_BURN,1
2023-12-01T09:05,FAT_BURN,1
2023-12-01T09:06,FAT_BURN,1
2023-12-01T09:07,CARDIO,2
2023-12-01T09:08,CARDIO,2
2023-12-01T09:09,FAT_BURN,1
2023-12-01T09:10,FAT_BURN,1
2023-12-01T09:11,FAT_BURN,1
2023-12-01T09:12,FAT_BURN,1
2023-12-01T09:13,FAT_BURN,1
2023-12-01T09:15,FAT_BURN,1
2023-12-01T09:16,FAT_BURN,1
2023-12-01T09:17,CARDIO,2
2023-12-01T09:18,CARDIO,2
2023-12-01T09:20,CARDIO,2
2023-12-01T09:21,FAT_BURN,1
2023-12-01T09:23,FAT_BURN,1
2023-12-01T09:24,FAT_BURN,1
2023-12-01T09:25,FAT_BURN,1
2023-12-01T09:26,FAT_BURN,1
2023-12-01T09:27,FAT_BURN,1
2023-12-01T09:28,FAT_BURN,1
2023-12-01T10:33,FAT_BURN,1
2023-12-01T10:34,FAT_BURN,1
2023-12-01T10:35,FAT_BURN,1
2023-12-01T10:37,FAT_BURN,1
2023-12-01T10:38,CARDIO,2
2023-12-01T10:39,FAT_BURN,1
2023-12-01T10:40,FAT_BURN,1
2023-12-01T10:41,FAT_BURN,1
2023-12-01T10:42,FAT_BURN,1
2023-12-01T10:43,FAT_BURN,1
2023-12-01T11:32,FAT_BURN,1
2023-12-01T11:33,FAT_BURN,1
2023-12-01T11:34,FAT_BURN,1
2023-12-01T11:35,CARDIO,2
2023-12-01T11:36,CARDIO,2
2023-12-01T11:37,FAT_BURN,1
2023-12-01T11:38,FAT_BURN,1
2023-12-01T11:39,FAT_BURN,1
2023-12-01T11:40,FAT_BURN,1
2023-12-01T11:41,FAT_BURN,1
2023-12-01T11:42,FAT_BURN,1
2023-12-01T11:43,FAT_BURN,1
2023-12-01T11:55,FAT_BURN,1
2023-12-01T11:56,FAT_BURN,1
2023-12-01T11:57,FAT_BURN,1
2023-12-01T11:58,FAT_BURN,1
2023-12-01T11:59,FAT_BURN,1
2023-12-01T12:00,FAT_BURN,1
2023-12-01T12:02,FAT_BURN,1
2023-12-01T12:03,FAT_BURN,1
2023-12-01T13:34,FAT_BURN,1
2023-12-01T14:32,FAT_BURN,1
2023-12-01T14:33,FAT_BURN,1
2023-12-01T14:34,FAT_BURN,1
2023-12-01T14:35,FAT_BURN,1
2023-12-01T14:36,FAT_BURN,1
2023-12-01T14:37,FAT_BURN,1
2023-12-01T14:38,FAT_BURN,1
2023-12-01T14:39,FAT_BURN,1
2023-12-01T14:40,FAT_BURN,1
2023-12-01T14:41,FAT_BURN,1
2023-12-01T14:42,FAT_BURN,1
2023-12-01T15:30,FAT_BURN,1
2023-12-01T15:31,FAT_BURN,1
2023-12-01T15:32,FAT_BURN,1
2023-12-01T15:33,FAT_BURN,1
2023-12-01T15:34,FAT_BURN,1
2023-12-01T15:35,FAT_BURN,1
2023-12-01T15:36,FAT_BURN,1
2023-12-01T15:37,FAT_BURN,1
2023-12-01T15:38,FAT_BURN,1
2023-12-01T15:39,FAT_BURN,1
2023-12-01T15:40,FAT_BURN,1
2023-12-01T15:41,FAT_BURN,1
2023-12-01T15:42,FAT_BURN,1
2023-12-01T15:43,FAT_BURN,1
2023-12-01T15:44,FAT_BURN,1
2023-12-01T15:45,FAT_BURN,1
2023-12-01T15:46,FAT_BURN,1
2023-12-01T15:48,FAT_BURN,1
2023-12-01T15:49,FAT_BURN,1
2023-12-01T15:50,FAT_BURN,1
2023-12-01T15:51,FAT_BURN,1
2023-12-01T15:52,FAT_BURN,1
2023-12-01T15:56,FAT_BURN,1
2023-12-01T15:57,FAT_BURN,1
2023-12-01T18:40,FAT_BURN,1
2023-12-01T18:41,FAT_BURN,1
2023-12-01T18:42,FAT_BURN,1
2023-12-01T18:43,FAT_BURN,1
2023-12-01T18:44,FAT_BURN,1
2023-12-01T18:45,FAT_BURN,1
2023-12-01T18:46,FAT_BURN,1
2023-12-01T21:43,FAT_BURN,1
2023-12-02T10:29,FAT_BURN,1
2023-12-02T10:30,FAT_BURN,1
2023-12-02T10:48,FAT_BURN,1
2023-12-02T10:50,FAT_BURN,1
2023-12-02T10:51,FAT_BURN,1
2023-12-02T10:52,FAT_BURN,1
2023-12-02T12:40,FAT_BURN,1
2023-12-02T12:41,FAT_BURN,1
2023-12-02T13:45,FAT_BURN,1
2023-12-02T13:46,FAT_BURN,1
2023-12-02T13:47,FAT_BURN,1
2023-12-02T13:48,FAT_BURN,1
2023-12-02T13:49,FAT_BURN,1
2023-12-02T13:50,FAT_BURN,1
2023-12-02T13:51,FAT_BURN,1
2023-12-02T13:54,FAT_BURN,1
2023-12-02T13:55,FAT_BURN,1
2023-12-02T13:56,FAT_BURN,1
2023-12-02T13:57,FAT_BURN,1
2023-12-02T13:58,FAT_BURN,1
2023-12-02T13:59,FAT_BURN,1
2023-12-02T14:00,FAT_BURN,1
2023-12-02T14:01,FAT_BURN,1
