timestamp,Infrared to Red Signal Ratio
10/24/23 00:25:30,-5
10/24/23 00:26:30,37
10/24/23 00:27:30,0
10/24/23 00:28:30,-9
10/24/23 00:29:30,28
10/24/23 00:30:30,1
10/24/23 00:31:30,-36
10/24/23 00:32:30,6
10/24/23 00:33:30,26
10/24/23 00:34:30,-4
10/24/23 00:35:30,-21
10/24/23 00:36:30,-30
10/24/23 00:37:30,-5
10/24/23 00:38:30,0
10/24/23 00:39:30,15
10/24/23 00:40:30,-50
10/24/23 00:41:30,5
10/24/23 00:42:30,0
10/24/23 00:43:30,36
10/24/23 00:44:30,-6
10/24/23 00:46:29,-15
10/24/23 00:47:29,0
10/24/23 00:48:29,-37
10/24/23 00:49:29,2
10/24/23 00:50:29,0
10/24/23 00:51:29,7
10/24/23 00:52:29,-11
10/24/23 00:53:29,-4
10/24/23 00:54:29,0
10/24/23 00:55:29,0
10/24/23 00:56:29,4
10/24/23 00:57:29,-12
10/24/23 00:58:29,-19
10/24/23 00:59:29,-3
10/24/23 01:00:29,-32
10/24/23 01:01:29,0
10/24/23 01:02:29,-14
10/24/23 01:03:29,14
10/24/23 01:04:29,0
10/24/23 01:05:29,-1
10/24/23 01:06:29,-4
10/24/23 01:07:29,13
10/24/23 01:08:29,13
10/24/23 01:09:29,-1
10/24/23 01:10:29,5
10/24/23 01:11:29,-9
10/24/23 01:12:29,-21
10/24/23 01:13:29,1
10/24/23 01:14:29,12
10/24/23 01:15:29,-78
10/24/23 01:16:29,-1
10/24/23 01:17:29,-13
10/24/23 01:18:29,-5
10/24/23 01:19:29,0
10/24/23 01:20:29,1
10/24/23 01:21:29,0
10/24/23 01:22:29,-1
10/24/23 01:23:29,-6
10/24/23 01:24:29,-13
10/24/23 01:25:29,-9
10/24/23 01:26:29,30
10/24/23 01:27:29,8
10/24/23 01:28:29,1
10/24/23 01:29:29,0
10/24/23 01:30:29,-5
10/24/23 01:31:29,-3
10/24/23 01:32:29,0
10/24/23 01:33:29,-4
10/24/23 01:34:29,0
10/24/23 01:35:29,3
10/24/23 01:36:29,-43
10/24/23 01:37:29,-7
10/24/23 01:38:29,49
10/24/23 01:39:29,-2
10/24/23 01:40:29,11
10/24/23 01:41:29,60
10/24/23 01:42:29,0
10/24/23 01:43:29,-4
10/24/23 01:44:29,4
10/24/23 01:45:29,-9
10/24/23 01:46:29,-5
10/24/23 01:47:29,1
10/24/23 01:48:29,6
10/24/23 01:49:29,0
10/24/23 01:50:29,8
10/24/23 01:51:29,13
10/24/23 01:52:29,0
10/24/23 01:53:29,11
10/24/23 01:54:29,0
10/24/23 01:55:29,-26
10/24/23 01:56:29,27
10/24/23 01:57:29,-7
10/24/23 01:58:29,-13
10/24/23 01:59:29,0
10/24/23 02:00:29,-2
10/24/23 02:01:29,0
10/24/23 02:02:29,-36
10/24/23 02:03:29,3
10/24/23 02:04:29,8
10/24/23 02:05:29,-17
10/24/23 02:06:29,33
10/24/23 02:07:29,-1
10/24/23 02:08:29,8
10/24/23 02:09:29,21
10/24/23 02:10:29,14
10/24/23 02:11:29,0
10/24/23 02:12:29,0
10/24/23 02:13:29,1
10/24/23 02:14:29,0
10/24/23 02:15:29,0
10/24/23 02:16:29,-6
10/24/23 02:17:29,-17
10/24/23 02:18:29,-6
10/24/23 02:19:29,-8
10/24/23 02:20:29,0
10/24/23 02:21:29,-23
10/24/23 02:22:29,0
10/24/23 02:23:29,-17
10/24/23 02:24:29,0
10/24/23 02:25:29,-21
10/24/23 02:26:29,-15
10/24/23 02:27:29,5
10/24/23 02:28:29,9
10/24/23 02:29:29,34
10/24/23 02:30:29,16
10/24/23 02:31:29,57
10/24/23 02:32:29,0
10/24/23 02:33:29,0
10/24/23 02:34:29,-13
10/24/23 02:35:29,6
10/24/23 02:36:29,0
10/24/23 02:37:29,8
10/24/23 02:38:29,0
10/24/23 02:39:29,0
10/24/23 02:40:29,14
10/24/23 02:41:29,-1
10/24/23 02:42:29,27
10/24/23 02:43:29,17
10/24/23 02:44:29,46
10/24/23 02:45:29,-4
10/24/23 02:46:29,55
10/24/23 02:47:29,2
10/24/23 02:48:29,58
10/24/23 02:49:29,4
10/24/23 02:50:29,0
10/24/23 02:51:29,12
10/24/23 02:52:29,1
10/24/23 02:53:29,-17
10/24/23 02:54:29,-4
10/24/23 02:55:29,0
10/24/23 02:56:29,-8
10/24/23 02:57:29,-3
10/24/23 02:58:29,-12
10/24/23 02:59:29,0
10/24/23 03:00:29,0
10/24/23 03:01:29,-14
10/24/23 03:02:29,5
10/24/23 03:03:29,0
10/24/23 03:04:29,0
10/24/23 03:05:29,0
10/24/23 03:06:29,-18
10/24/23 03:07:29,-4
10/24/23 03:08:29,0
10/24/23 03:09:29,-17
10/24/23 03:10:29,0
10/24/23 03:11:29,-1
10/24/23 03:12:29,7
10/24/23 03:13:29,12
10/24/23 03:14:29,3
10/24/23 03:15:29,1
10/24/23 03:16:29,3
10/24/23 03:17:29,33
10/24/23 03:18:29,-4
10/24/23 03:19:29,2
10/24/23 03:20:29,-1
10/24/23 03:21:29,-34
10/24/23 03:22:29,-10
10/24/23 03:23:29,-8
10/24/23 03:24:29,0
10/24/23 03:25:29,7
10/24/23 03:26:29,-2
10/24/23 03:27:29,-35
10/24/23 03:28:29,44
10/24/23 03:29:29,29
10/24/23 03:30:29,0
10/24/23 03:31:29,0
10/24/23 03:32:29,27
10/24/23 03:33:29,-15
10/24/23 03:34:29,-4
10/24/23 03:35:29,-1
10/24/23 03:36:29,0
10/24/23 03:37:31,-30
10/24/23 03:38:31,13
10/24/23 03:39:31,-12
10/24/23 03:40:31,15
10/24/23 03:41:31,0
10/24/23 03:42:31,0
10/24/23 03:43:31,-9
10/24/23 03:44:31,0
10/24/23 03:45:31,-8
10/24/23 03:46:31,5
10/24/23 03:47:31,40
10/24/23 03:48:31,-5
