timestamp,Infrared to Red Signal Ratio
10/11/23 02:06:00,28
10/11/23 02:07:00,0
10/11/23 02:08:03,10
10/11/23 02:09:03,7
10/11/23 02:10:03,35
10/11/23 02:11:03,50
10/11/23 02:12:03,8
10/11/23 02:13:03,0
10/11/23 02:14:03,6
10/11/23 02:15:03,0
10/11/23 02:16:03,3
10/11/23 02:17:03,-1
10/11/23 02:18:03,14
10/11/23 02:19:03,21
10/11/23 02:20:03,0
10/11/23 02:21:03,16
10/11/23 02:22:03,-13
10/11/23 02:23:04,0
10/11/23 02:24:04,18
10/11/23 02:25:04,0
10/11/23 02:26:04,3
10/11/23 02:27:04,5
10/11/23 02:28:04,10
10/11/23 02:29:04,0
10/11/23 02:30:04,0
10/11/23 02:31:04,9
10/11/23 02:32:04,2
10/11/23 02:33:04,0
10/11/23 02:34:04,-2
10/11/23 02:35:04,5
10/11/23 02:36:04,20
10/11/23 02:37:04,0
10/11/23 02:38:04,-20
10/11/23 02:39:04,-17
10/11/23 02:40:04,30
10/11/23 02:41:04,0
10/11/23 02:42:04,0
10/11/23 02:43:04,3
10/11/23 02:44:04,0
10/11/23 02:45:04,-37
10/11/23 02:46:04,1
10/11/23 02:47:04,0
10/11/23 02:48:04,0
10/11/23 02:49:04,-15
10/11/23 02:50:04,-34
10/11/23 02:51:04,4
10/11/23 02:52:04,31
10/11/23 02:53:07,-11
10/11/23 02:54:07,-47
10/11/23 02:55:07,0
10/11/23 02:56:07,-11
10/11/23 02:57:07,-19
10/11/23 02:58:07,-6
10/11/23 02:59:07,2
10/11/23 03:00:07,-32
10/11/23 03:01:07,0
10/11/23 03:02:07,0
10/11/23 03:03:07,27
10/11/23 03:04:07,0
10/11/23 03:05:07,-34
10/11/23 03:06:07,12
10/11/23 03:07:07,-1
10/11/23 03:08:07,-4
10/11/23 03:09:07,-60
10/11/23 03:10:07,0
10/11/23 03:11:07,-22
10/11/23 03:12:07,1
10/11/23 03:13:07,-2
10/11/23 03:14:07,-11
10/11/23 03:15:07,-8
10/11/23 03:16:07,0
10/11/23 03:17:07,-23
10/11/23 03:18:07,-5
10/11/23 03:19:07,-1
10/11/23 03:20:07,-4
10/11/23 03:21:07,0
10/11/23 03:22:07,2
10/11/23 03:23:07,1
10/11/23 03:24:10,-6
10/11/23 03:25:10,-13
10/11/23 03:26:10,0
10/11/23 03:27:10,-4
10/11/23 03:28:10,13
10/11/23 03:29:10,-30
10/11/23 03:30:10,3
10/11/23 03:31:10,7
10/11/23 03:32:10,0
10/11/23 03:33:10,-16
10/11/23 03:34:10,-14
10/11/23 03:35:10,0
10/11/23 03:36:10,0
10/11/23 03:37:10,9
10/11/23 03:38:10,-14
10/11/23 03:39:11,16
10/11/23 03:40:11,-11
10/11/23 03:41:11,-24
10/11/23 03:42:11,0
10/11/23 03:43:11,0
10/11/23 03:44:11,8
10/11/23 03:45:11,1
10/11/23 03:46:11,-8
10/11/23 03:47:11,-6
10/11/23 03:48:11,-3
10/11/23 03:49:11,-28
10/11/23 03:50:11,-6
10/11/23 03:51:11,5
10/11/23 03:52:11,0
10/11/23 03:53:11,0
10/11/23 03:54:13,-10
10/11/23 03:55:13,-31
10/11/23 03:56:13,-24
10/11/23 03:57:13,0
10/11/23 03:58:13,-16
10/11/23 03:59:13,1
10/11/23 04:00:13,-8
10/11/23 04:01:13,0
10/11/23 04:02:13,-2
10/11/23 04:03:13,24
10/11/23 04:04:13,3
10/11/23 04:05:13,0
10/11/23 04:06:13,2
10/11/23 04:07:13,0
10/11/23 04:08:13,-3
10/11/23 04:09:15,-12
10/11/23 04:10:15,0
10/11/23 04:11:15,-2
10/11/23 04:12:15,8
10/11/23 04:13:15,-22
10/11/23 04:14:15,0
10/11/23 04:15:15,-17
10/11/23 04:16:15,58
10/11/23 04:17:15,0
10/11/23 04:18:15,0
10/11/23 04:19:15,44
10/11/23 04:20:15,0
10/11/23 04:21:15,-2
10/11/23 04:22:15,4
10/11/23 04:23:15,0
10/11/23 04:24:17,0
10/11/23 04:25:17,0
10/11/23 04:26:17,0
10/11/23 04:27:17,13
10/11/23 04:28:17,-18
10/11/23 04:29:17,31
10/11/23 04:30:17,33
10/11/23 04:31:17,0
10/11/23 04:32:17,16
10/11/23 04:33:17,-2
10/11/23 04:34:17,-15
10/11/23 04:35:17,1
10/11/23 04:36:17,0
10/11/23 04:37:17,8
10/11/23 04:38:17,0
10/11/23 04:39:19,26
10/11/23 04:40:19,3
10/11/23 04:41:19,4
10/11/23 04:42:19,8
10/11/23 04:43:19,-22
10/11/23 04:44:19,33
10/11/23 04:45:19,12
10/11/23 04:46:19,8
10/11/23 04:47:19,-18
10/11/23 04:48:19,-30
10/11/23 04:49:19,0
10/11/23 04:50:19,-10
10/11/23 04:51:19,0
10/11/23 04:52:19,-19
10/11/23 04:53:19,-8
10/11/23 04:54:21,0
10/11/23 04:55:21,-1
10/11/23 04:56:21,8
10/11/23 04:57:21,9
10/11/23 04:58:21,51
10/11/23 04:59:21,15
10/11/23 05:00:21,-25
10/11/23 05:01:21,-4
10/11/23 05:02:21,13
10/11/23 05:03:21,-4
10/11/23 05:04:21,17
10/11/23 05:05:21,-5
10/11/23 05:06:21,0
10/11/23 05:07:21,7
10/11/23 05:08:21,-9
10/11/23 05:09:24,46
10/11/23 05:10:24,0
10/11/23 05:11:24,4
10/11/23 05:12:24,0
10/11/23 05:13:24,-4
10/11/23 05:14:24,4
10/11/23 05:15:24,3
10/11/23 05:16:24,-8
10/11/23 05:17:24,-7
10/11/23 05:18:24,-2
10/11/23 05:19:24,0
10/11/23 05:20:24,-23
10/11/23 05:21:24,4
10/11/23 05:22:24,-30
10/11/23 05:23:24,7
10/11/23 05:24:26,26
10/11/23 05:25:26,15
10/11/23 05:26:26,-9
10/11/23 05:27:26,-1
10/11/23 05:28:26,-3
10/11/23 05:29:26,10
10/11/23 05:30:26,21
10/11/23 05:31:26,-6
10/11/23 05:32:26,-7
10/11/23 05:33:26,0
10/11/23 05:34:26,0
10/11/23 05:35:26,12
10/11/23 05:36:26,15
10/11/23 05:37:26,11
10/11/23 05:38:26,9
10/11/23 05:39:29,-14
10/11/23 05:40:29,-3
10/11/23 05:41:29,0
10/11/23 05:42:29,8
10/11/23 05:43:29,-20
10/11/23 05:44:29,9
10/11/23 05:45:29,-3
10/11/23 05:46:29,0
10/11/23 05:47:29,-16
10/11/23 05:48:29,0
10/11/23 05:49:29,-13
10/11/23 05:50:29,-19
10/11/23 05:51:29,-3
10/11/23 05:52:29,0
10/11/23 05:53:29,45
10/11/23 05:54:32,17
10/11/23 05:55:32,-13
10/11/23 05:56:32,-5
10/11/23 05:57:32,-6
10/11/23 05:58:32,4
10/11/23 05:59:32,0
10/11/23 06:00:32,16
10/11/23 06:01:32,-12
10/11/23 06:02:32,-1
10/11/23 06:03:32,0
10/11/23 06:04:32,0
10/11/23 06:05:32,39
10/11/23 06:06:32,46
10/11/23 06:07:32,2
10/11/23 06:08:32,14
10/11/23 06:09:33,26
10/11/23 06:10:33,10
10/11/23 06:11:33,13
10/11/23 06:12:33,21
10/11/23 06:13:33,11
10/11/23 06:14:33,52
10/11/23 06:15:33,23
10/11/23 06:16:33,0
10/11/23 06:17:33,0
10/11/23 06:18:33,11
10/11/23 06:19:33,-22
10/11/23 06:20:33,5
10/11/23 06:21:33,5
10/11/23 06:22:33,0
10/11/23 06:23:33,14
10/11/23 06:24:35,25
10/11/23 06:25:35,37
10/11/23 06:26:35,-26
10/11/23 06:27:35,0
10/11/23 06:28:35,-28
10/11/23 06:29:35,1
10/11/23 06:30:35,3
10/11/23 06:31:35,4
10/11/23 06:32:35,0
10/11/23 06:33:35,27
10/11/23 06:34:35,-2
10/11/23 06:35:35,-61
10/11/23 06:36:35,5
10/11/23 06:37:35,8
10/11/23 06:38:35,-4
10/11/23 06:39:37,12
10/11/23 06:40:37,-39
10/11/23 06:41:37,0
10/11/23 06:42:37,-13
10/11/23 06:43:37,-3
10/11/23 06:44:37,11
10/11/23 06:45:37,12
10/11/23 06:46:37,-14
10/11/23 06:47:37,-3
10/11/23 06:48:37,-3
10/11/23 06:49:37,14
10/11/23 06:50:37,-18
10/11/23 06:51:37,22
10/11/23 06:52:37,-14
10/11/23 06:53:37,49
10/11/23 06:54:40,39
10/11/23 06:55:40,24
10/11/23 06:56:40,-40
10/11/23 06:57:40,15
10/11/23 06:58:40,24
10/11/23 06:59:40,4
10/11/23 07:00:40,-3
10/11/23 07:01:40,0
10/11/23 07:02:40,0
10/11/23 07:03:40,-1
10/11/23 07:04:40,66
10/11/23 07:05:40,-4
10/11/23 07:06:40,13
10/11/23 07:07:40,-47
10/11/23 07:08:40,0
10/11/23 07:09:41,15
10/11/23 07:10:41,46
10/11/23 07:11:41,-2
10/11/23 07:12:41,23
10/11/23 07:13:41,4
10/11/23 07:14:41,8
10/11/23 07:15:41,-2
10/11/23 07:16:41,17
10/11/23 07:17:41,0
10/11/23 07:18:41,0
10/11/23 07:19:41,0
10/11/23 07:20:41,-26
10/11/23 07:21:41,4
10/11/23 07:22:41,-8
10/11/23 07:23:41,-1
10/11/23 07:24:42,-24
10/11/23 07:25:42,4
10/11/23 07:26:42,-1
10/11/23 07:27:42,0
10/11/23 07:28:42,-4
10/11/23 07:29:42,-52
10/11/23 07:30:42,9
10/11/23 07:31:42,-24
10/11/23 07:32:42,-29
10/11/23 07:33:42,-6
10/11/23 07:34:42,35
10/11/23 07:35:42,0
10/11/23 07:36:42,10
10/11/23 07:37:42,6
10/11/23 07:38:42,-3
10/11/23 07:39:45,52
10/11/23 07:40:45,-3
10/11/23 07:41:45,0
10/11/23 07:42:45,7
10/11/23 07:43:45,3
10/11/23 07:44:45,-9
10/11/23 07:45:45,-3
10/11/23 07:46:45,0
10/11/23 07:47:45,0
10/11/23 07:48:45,-1
10/11/23 07:49:45,60
10/11/23 07:50:45,22
10/11/23 07:51:45,0
10/11/23 07:52:45,0
10/11/23 07:53:45,14
10/11/23 07:54:48,4
10/11/23 07:55:48,-16
10/11/23 07:56:48,13
10/11/23 07:57:48,0
10/11/23 07:58:48,-17
10/11/23 07:59:48,42
10/11/23 08:00:48,24
10/11/23 08:01:48,0
10/11/23 08:02:48,0
10/11/23 08:03:48,0
