timestamp,Infrared to Red Signal Ratio
10/22/23 02:15:00,-1
10/22/23 02:16:00,36
10/22/23 02:17:00,17
10/22/23 02:18:02,0
10/22/23 02:19:02,0
10/22/23 02:20:02,0
10/22/23 02:21:02,0
10/22/23 02:22:02,0
10/22/23 02:23:02,0
10/22/23 02:24:02,0
10/22/23 02:25:02,0
10/22/23 02:26:02,0
10/22/23 02:27:02,0
10/22/23 02:28:02,0
10/22/23 02:29:02,0
10/22/23 02:30:02,0
10/22/23 02:31:02,0
10/22/23 02:32:02,8
10/22/23 02:33:06,0
10/22/23 02:34:06,-2
10/22/23 02:35:06,2
10/22/23 02:36:06,0
10/22/23 02:37:06,-5
10/22/23 02:38:06,0
10/22/23 02:39:06,0
10/22/23 02:40:06,-1
10/22/23 02:41:06,0
10/22/23 02:42:06,-3
10/22/23 02:43:06,0
10/22/23 02:44:06,0
10/22/23 02:45:06,0
10/22/23 02:46:06,1
10/22/23 02:47:06,0
10/22/23 02:48:07,0
10/22/23 02:49:07,0
10/22/23 02:50:07,-14
10/22/23 02:51:07,1
10/22/23 02:52:07,-18
10/22/23 02:53:07,4
10/22/23 02:54:07,0
10/22/23 02:55:07,-13
10/22/23 02:56:07,-7
10/22/23 02:57:07,-20
10/22/23 02:58:07,-11
10/22/23 02:59:07,-2
10/22/23 03:00:07,-61
10/22/23 03:01:07,2
10/22/23 03:02:07,2
10/22/23 03:03:11,-67
10/22/23 03:04:11,-11
10/22/23 03:05:11,-1
10/22/23 03:06:11,0
10/22/23 03:07:11,0
10/22/23 03:08:11,0
10/22/23 03:09:11,11
10/22/23 03:10:11,6
10/22/23 03:11:11,-18
10/22/23 03:12:11,-12
10/22/23 03:13:11,4
10/22/23 03:14:11,0
10/22/23 03:15:11,-18
10/22/23 03:16:11,0
10/22/23 03:17:11,-17
10/22/23 03:18:13,9
10/22/23 03:19:13,1
10/22/23 03:20:13,0
10/22/23 03:21:13,37
10/22/23 03:22:13,25
10/22/23 03:23:13,0
10/22/23 03:24:13,9
10/22/23 03:25:13,9
10/22/23 03:26:13,0
10/22/23 03:27:13,0
10/22/23 03:28:13,0
10/22/23 03:29:13,-26
10/22/23 03:30:13,0
10/22/23 03:31:13,0
10/22/23 03:32:13,6
10/22/23 03:33:14,0
10/22/23 03:34:14,-7
10/22/23 03:35:14,-3
10/22/23 03:36:14,-29
10/22/23 03:37:14,0
10/22/23 03:38:14,-1
10/22/23 03:39:14,-34
10/22/23 03:40:14,0
10/22/23 03:41:14,-1
10/22/23 03:42:14,7
10/22/23 03:43:14,-1
10/22/23 03:44:14,0
10/22/23 03:45:14,0
10/22/23 03:46:14,0
10/22/23 03:47:14,-5
10/22/23 03:48:17,0
10/22/23 03:49:17,-2
10/22/23 03:50:17,-4
10/22/23 03:51:17,0
10/22/23 03:52:17,11
10/22/23 03:53:17,0
10/22/23 03:54:17,0
10/22/23 03:55:17,0
10/22/23 03:56:17,3
10/22/23 03:57:17,0
10/22/23 03:58:17,0
10/22/23 03:59:17,0
10/22/23 04:00:17,4
10/22/23 04:01:17,0
10/22/23 04:02:17,0
10/22/23 04:03:21,0
10/22/23 04:04:21,0
10/22/23 04:05:21,17
10/22/23 04:06:21,0
10/22/23 04:07:21,-1
10/22/23 04:08:21,4
10/22/23 04:09:21,4
10/22/23 04:10:21,1
10/22/23 04:11:21,-13
10/22/23 04:12:21,11
10/22/23 04:13:21,21
10/22/23 04:14:21,8
10/22/23 04:15:21,-11
10/22/23 04:16:21,0
10/22/23 04:17:21,0
10/22/23 04:18:23,8
10/22/23 04:19:23,-3
10/22/23 04:20:23,-4
10/22/23 04:21:23,-4
10/22/23 04:22:23,-18
10/22/23 04:23:23,0
10/22/23 04:24:23,-20
10/22/23 04:25:23,19
10/22/23 04:26:23,0
10/22/23 04:27:23,0
10/22/23 04:28:23,-2
10/22/23 04:29:23,4
10/22/23 04:30:23,0
10/22/23 04:31:23,0
10/22/23 04:32:23,14
10/22/23 04:33:26,0
10/22/23 04:34:26,29
10/22/23 04:35:26,0
10/22/23 04:36:26,-5
10/22/23 04:37:26,0
10/22/23 04:38:26,-5
10/22/23 04:39:26,0
10/22/23 04:40:26,28
10/22/23 04:41:26,9
10/22/23 04:42:26,0
10/22/23 04:43:26,3
10/22/23 04:44:26,-1
10/22/23 04:45:26,0
10/22/23 04:46:26,17
10/22/23 04:47:26,4
10/22/23 04:48:28,-21
10/22/23 04:49:28,7
10/22/23 04:50:28,35
10/22/23 04:51:28,0
10/22/23 04:52:28,0
10/22/23 04:53:28,0
10/22/23 04:54:28,0
10/22/23 04:55:28,0
10/22/23 04:56:28,0
10/22/23 04:57:28,-3
10/22/23 04:58:28,-11
10/22/23 04:59:28,-3
10/22/23 05:00:28,-8
10/22/23 05:01:28,13
10/22/23 05:02:28,46
10/22/23 05:03:33,0
10/22/23 05:04:33,0
10/22/23 05:05:33,-13
10/22/23 05:06:33,0
10/22/23 05:07:33,32
10/22/23 05:08:33,33
10/22/23 05:09:33,0
10/22/23 05:10:33,0
10/22/23 05:11:33,0
10/22/23 05:12:33,0
10/22/23 05:13:33,1
10/22/23 05:14:33,-24
10/22/23 05:15:33,-6
10/22/23 05:16:33,29
10/22/23 05:17:33,-8
10/22/23 05:18:35,-4
10/22/23 05:19:35,2
10/22/23 05:20:35,-4
10/22/23 05:21:35,13
10/22/23 05:22:35,-16
10/22/23 05:23:35,-16
10/22/23 05:24:35,-6
10/22/23 05:25:35,0
10/22/23 05:26:35,-44
10/22/23 05:27:35,-15
10/22/23 05:28:35,-15
10/22/23 05:29:35,-21
10/22/23 05:30:35,-1
10/22/23 05:31:35,0
10/22/23 05:32:35,0
10/22/23 05:33:38,0
10/22/23 05:34:38,0
10/22/23 05:35:38,0
10/22/23 05:36:38,0
10/22/23 05:37:38,0
10/22/23 05:38:38,0
10/22/23 05:39:38,0
10/22/23 05:40:38,0
10/22/23 05:41:38,0
10/22/23 05:42:38,0
10/22/23 05:43:38,0
10/22/23 05:44:38,0
10/22/23 05:45:38,0
10/22/23 05:46:38,0
10/22/23 05:47:38,0
10/22/23 05:48:40,0
10/22/23 05:49:40,0
10/22/23 05:50:40,0
10/22/23 05:51:40,0
10/22/23 05:52:40,0
10/22/23 05:53:40,-10
10/22/23 05:54:40,56
10/22/23 05:55:40,0
10/22/23 05:56:40,6
10/22/23 05:57:40,8
10/22/23 05:58:40,-4
10/22/23 05:59:40,33
10/22/23 06:00:40,4
10/22/23 06:01:40,0
10/22/23 06:02:40,-50
10/22/23 06:03:42,0
10/22/23 06:04:42,0
10/22/23 06:05:42,43
10/22/23 06:06:42,0
10/22/23 06:07:42,0
10/22/23 06:08:42,4
10/22/23 06:09:42,-15
10/22/23 06:10:42,-27
10/22/23 06:11:42,-7
10/22/23 06:12:42,0
10/22/23 06:13:42,3
10/22/23 06:14:42,0
10/22/23 06:15:42,17
10/22/23 06:16:42,1
10/22/23 06:17:42,-3
10/22/23 06:18:46,4
10/22/23 06:19:46,0
10/22/23 06:20:46,0
10/22/23 06:21:46,0
10/22/23 06:22:46,0
10/22/23 06:23:46,-16
10/22/23 06:24:46,-1
10/22/23 06:25:46,7
10/22/23 06:26:46,-17
10/22/23 06:27:46,-7
10/22/23 06:28:46,16
10/22/23 06:29:46,-1
10/22/23 06:30:46,8
10/22/23 06:31:46,-16
10/22/23 06:32:46,0
10/22/23 06:33:48,0
10/22/23 06:34:48,21
10/22/23 06:35:48,22
10/22/23 06:36:48,0
10/22/23 06:37:48,-37
10/22/23 06:38:48,-3
10/22/23 06:39:48,8
10/22/23 06:40:48,0
10/22/23 06:41:48,9
10/22/23 06:42:48,9
10/22/23 06:43:48,6
10/22/23 06:44:48,-36
10/22/23 06:45:48,-2
10/22/23 06:46:48,5
10/22/23 06:47:48,18
10/22/23 06:48:50,0
10/22/23 06:49:50,-14
10/22/23 06:50:50,5
10/22/23 06:51:50,-24
10/22/23 06:52:50,-4
10/22/23 06:53:50,-2
10/22/23 06:54:50,-22
10/22/23 06:55:50,22
10/22/23 06:56:50,-73
10/22/23 06:57:50,50
10/22/23 06:58:50,8
10/22/23 06:59:50,-36
10/22/23 07:00:50,-20
10/22/23 07:01:50,20
10/22/23 07:02:50,0
10/22/23 07:03:51,-3
10/22/23 07:04:53,0
10/22/23 07:05:53,-4
10/22/23 07:06:53,0
10/22/23 07:07:53,1
10/22/23 07:08:53,37
10/22/23 07:09:53,-30
10/22/23 07:10:53,47
10/22/23 07:11:53,2
10/22/23 07:12:53,17
10/22/23 07:13:53,0
10/22/23 07:14:53,19
10/22/23 07:15:53,-1
10/22/23 07:16:53,21
10/22/23 07:17:53,14
10/22/23 07:18:53,46
10/22/23 07:19:56,6
10/22/23 07:20:56,21
10/22/23 07:21:56,-54
10/22/23 07:22:56,0
10/22/23 07:23:56,21
10/22/23 07:24:56,-1
10/22/23 07:25:56,17
10/22/23 07:26:56,0
10/22/23 07:27:56,-11
10/22/23 07:28:56,-8
10/22/23 07:29:56,2
10/22/23 07:30:56,0
10/22/23 07:31:56,8
10/22/23 07:32:56,0
10/22/23 07:33:56,0
10/22/23 07:34:57,4
10/22/23 07:35:57,11
10/22/23 07:36:57,0
10/22/23 07:37:57,2
10/22/23 07:38:57,2
10/22/23 07:39:57,1
10/22/23 07:40:57,5
10/22/23 07:41:57,1
10/22/23 07:42:57,-3
10/22/23 07:43:57,0
10/22/23 07:44:57,7
10/22/23 07:45:57,-5
10/22/23 07:46:57,4
10/22/23 07:47:57,-8
10/22/23 07:48:57,0
10/22/23 07:50:00,-9
10/22/23 07:51:00,-6
10/22/23 07:52:00,0
10/22/23 07:53:00,19
10/22/23 07:54:00,0
10/22/23 07:55:00,21
10/22/23 07:56:00,0
10/22/23 07:57:00,0
10/22/23 07:58:00,37
10/22/23 07:59:00,0
10/22/23 08:00:00,-28
10/22/23 08:01:00,0
10/22/23 08:02:00,0
10/22/23 08:03:00,11
10/22/23 08:04:00,0
10/22/23 08:05:03,0
10/22/23 08:06:03,2
10/22/23 08:07:03,-32
10/22/23 08:08:03,4
10/22/23 08:09:03,-10
10/22/23 08:10:03,0
10/22/23 08:11:03,0
10/22/23 08:12:03,25
10/22/23 08:13:03,-34
10/22/23 08:14:03,9
10/22/23 08:15:03,-35
10/22/23 08:16:03,-10
10/22/23 08:17:03,0
10/22/23 08:18:03,0
10/22/23 08:19:03,0
10/22/23 08:20:03,0
10/22/23 08:21:03,5
10/22/23 08:22:03,13
10/22/23 08:23:03,-19
10/22/23 08:24:03,-3
10/22/23 08:25:03,-1
10/22/23 08:26:03,10
10/22/23 08:27:03,-10
10/22/23 08:28:03,0
10/22/23 08:29:03,4
10/22/23 08:30:03,-21
10/22/23 08:31:03,0
10/22/23 08:32:03,8
10/22/23 08:33:03,-21
10/22/23 08:34:03,0
10/22/23 08:35:07,0
10/22/23 08:36:07,-28
10/22/23 08:37:07,0
10/22/23 08:38:07,0
10/22/23 08:39:07,0
10/22/23 08:40:07,0
10/22/23 08:41:07,0
10/22/23 08:42:07,0
10/22/23 08:43:07,9
10/22/23 08:44:07,0
10/22/23 08:45:07,-3
10/22/23 08:46:07,-18
10/22/23 08:47:07,-13
10/22/23 08:48:07,1
10/22/23 08:49:07,0
10/22/23 08:50:09,0
10/22/23 08:51:09,4
10/22/23 08:52:09,0
10/22/23 08:53:09,-71
10/22/23 08:54:09,0
10/22/23 08:55:09,0
10/22/23 08:56:09,0
10/22/23 08:57:09,0
10/22/23 08:58:09,19
10/22/23 08:59:09,0
10/22/23 09:00:09,0
10/22/23 09:01:09,0
10/22/23 09:02:09,0
10/22/23 09:03:09,0
10/22/23 09:04:09,0
10/22/23 09:05:13,0
10/22/23 09:06:13,0
10/22/23 09:07:13,-1
10/22/23 09:08:13,0
10/22/23 09:10:07,0
10/22/23 09:11:07,-4
10/22/23 09:12:07,-20
10/22/23 09:13:07,-61
10/22/23 09:14:07,0
10/22/23 09:15:07,0
10/22/23 09:16:07,2
10/22/23 09:17:07,-35
10/22/23 09:18:07,-15
10/22/23 20:21:30,-1
10/22/23 20:22:30,-15
10/22/23 20:23:30,-8
10/22/23 20:24:30,-16
10/22/23 20:25:30,42
10/22/23 20:26:30,-14
10/22/23 20:27:30,5
10/22/23 20:28:30,-48
10/22/23 20:29:30,-40
10/22/23 20:30:34,-26
10/22/23 20:31:34,-16
10/22/23 20:32:34,-6
10/22/23 20:33:34,-19
10/22/23 20:34:34,-24
10/22/23 20:35:34,-28
10/22/23 20:36:34,0
10/22/23 20:37:34,-1
10/22/23 20:39:28,-1
10/22/23 20:40:28,-16
10/22/23 20:41:28,-1
10/22/23 20:42:28,-5
10/22/23 20:43:28,-27
10/22/23 20:44:28,-21
10/22/23 20:45:30,-13
10/22/23 20:46:30,28
10/22/23 20:47:30,0
10/22/23 20:48:30,0
10/22/23 20:49:30,0
10/22/23 20:50:30,0
10/22/23 20:51:30,-30
10/22/23 20:52:30,-31
10/22/23 20:53:30,-1
10/22/23 20:54:30,-35
10/22/23 20:55:30,0
10/22/23 20:56:30,-13
10/22/23 20:57:30,-41
10/22/23 20:58:30,-3
10/22/23 20:59:30,-6
10/22/23 21:00:34,38
10/22/23 21:01:34,-18
10/22/23 21:02:34,-1
10/22/23 21:03:34,-34
10/22/23 21:04:34,1
10/22/23 21:05:34,4
10/22/23 21:06:34,0
10/22/23 21:07:34,0
10/22/23 21:08:34,-14
10/22/23 21:09:34,8
10/22/23 21:10:34,36
10/22/23 21:11:34,62
10/22/23 21:12:34,0
10/22/23 21:13:34,13
10/22/23 21:14:34,69
10/22/23 21:15:35,9
10/22/23 21:16:35,32
10/22/23 21:17:35,-3
10/22/23 21:18:35,-1
10/22/23 21:19:35,-5
10/22/23 21:20:35,0
10/22/23 21:21:35,-43
10/22/23 21:22:35,62
10/22/23 21:23:35,15
10/22/23 21:24:35,15
10/22/23 21:25:35,-2
10/22/23 21:26:35,1
10/22/23 21:27:35,9
10/22/23 21:28:35,8
10/22/23 21:29:35,-26
10/22/23 21:30:37,-46
10/22/23 21:31:37,-2
10/22/23 21:32:37,0
