recorded_time,temperature,sensor_type
2023-11-01T00:00,-0.34714285714285964,UNKNOWN
2023-11-01T00:01,-0.34714285714285964,UNKNOWN
2023-11-01T00:02,-0.34714285714285964,UNKNOWN
2023-11-01T00:03,-0.24714285714286177,UNKNOWN
2023-11-01T00:04,-0.14714285714286035,UNKNOWN
2023-11-01T00:05,-0.04714285714285893,UNKNOWN
2023-11-01T00:06,0.05285714285714249,UNKNOWN
2023-11-01T00:07,0.1528571428571368,UNKNOWN
2023-11-01T00:08,0.25285714285713823,UNKNOWN
2023-11-01T00:09,0.25285714285713823,UNKNOWN
2023-11-01T00:10,0.35285714285713965,UNKNOWN
2023-11-01T00:11,0.35285714285713965,UNKNOWN
2023-11-01T00:12,0.35285714285713965,UNKNOWN
2023-11-01T00:13,0.45285714285714107,UNKNOWN
2023-11-01T00:14,0.45285714285714107,UNKNOWN
2023-11-01T00:15,0.35285714285713965,UNKNOWN
2023-11-01T00:16,0.35285714285713965,UNKNOWN
2023-11-01T00:17,0.35285714285713965,UNKNOWN
2023-11-01T00:18,0.35285714285713965,UNKNOWN
2023-11-01T00:19,0.35285714285713965,UNKNOWN
2023-11-01T00:20,0.25285714285713823,UNKNOWN
2023-11-01T00:21,0.1528571428571368,UNKNOWN
2023-11-01T00:22,0.1528571428571368,UNKNOWN
2023-11-01T00:23,0.1528571428571368,UNKNOWN
2023-11-01T00:24,0.05285714285714249,UNKNOWN
2023-11-01T00:25,0.05285714285714249,UNKNOWN
2023-11-01T00:26,0.05285714285714249,UNKNOWN
2023-11-01T00:27,0.05285714285714249,UNKNOWN
2023-11-01T00:28,-0.04714285714285893,UNKNOWN
2023-11-01T00:29,-0.14714285714286035,UNKNOWN
2023-11-01T00:30,-0.44714285714286106,UNKNOWN
2023-11-01T00:31,-0.7471428571428618,UNKNOWN
2023-11-01T00:32,-0.8471428571428596,UNKNOWN
2023-11-01T00:33,-0.7471428571428618,UNKNOWN
2023-11-01T00:34,-0.6471428571428604,UNKNOWN
2023-11-01T00:35,-0.6471428571428604,UNKNOWN
2023-11-01T00:36,-0.7471428571428618,UNKNOWN
2023-11-01T00:37,-1.047142857142859,UNKNOWN
2023-11-01T00:38,-1.3471428571428596,UNKNOWN
2023-11-01T00:39,-1.547142857142859,UNKNOWN
2023-11-01T00:40,-1.547142857142859,UNKNOWN
2023-11-01T00:41,-1.6471428571428604,UNKNOWN
2023-11-01T00:42,-1.8471428571428596,UNKNOWN
2023-11-01T00:43,-1.8471428571428596,UNKNOWN
2023-11-01T00:44,-1.6471428571428604,UNKNOWN
2023-11-01T00:45,-1.547142857142859,UNKNOWN
2023-11-01T00:46,-1.3471428571428596,UNKNOWN
2023-11-01T00:47,-1.2471428571428618,UNKNOWN
2023-11-01T00:48,-1.047142857142859,UNKNOWN
2023-11-01T00:49,-0.9471428571428611,UNKNOWN
2023-11-01T00:50,-0.7471428571428618,UNKNOWN
2023-11-01T00:51,-0.6471428571428604,UNKNOWN
2023-11-01T00:52,-0.44714285714286106,UNKNOWN
2023-11-01T00:53,-0.34714285714285964,UNKNOWN
2023-11-01T00:54,-0.14714285714286035,UNKNOWN
2023-11-01T00:55,-0.14714285714286035,UNKNOWN
2023-11-01T00:56,-0.14714285714286035,UNKNOWN
2023-11-01T00:57,-0.14714285714286035,UNKNOWN
2023-11-01T00:58,-0.24714285714286177,UNKNOWN
2023-11-01T00:59,-0.24714285714286177,UNKNOWN
2023-11-01T01:00,-0.24714285714286177,UNKNOWN
2023-11-01T01:01,-0.34714285714285964,UNKNOWN
2023-11-01T01:02,-0.34714285714285964,UNKNOWN
2023-11-01T01:03,-0.24714285714286177,UNKNOWN
2023-11-01T01:04,-0.14714285714286035,UNKNOWN
2023-11-01T01:05,-0.04714285714285893,UNKNOWN
2023-11-01T01:06,0.05285714285714249,UNKNOWN
2023-11-01T01:07,0.05285714285714249,UNKNOWN
2023-11-01T01:08,0.05285714285714249,UNKNOWN
2023-11-01T01:09,-0.04714285714285893,UNKNOWN
2023-11-01T01:10,0.05285714285714249,UNKNOWN
2023-11-01T01:11,0.05285714285714249,UNKNOWN
2023-11-01T01:12,-0.04714285714285893,UNKNOWN
2023-11-01T01:13,-0.04714285714285893,UNKNOWN
2023-11-01T01:14,-0.24714285714286177,UNKNOWN
2023-11-01T01:15,-0.34714285714285964,UNKNOWN
2023-11-01T01:16,-0.34714285714285964,UNKNOWN
2023-11-01T01:17,-0.14714285714286035,UNKNOWN
2023-11-01T01:18,0.05285714285714249,UNKNOWN
2023-11-01T01:19,0.35285714285713965,UNKNOWN
2023-11-01T01:20,0.5528571428571425,UNKNOWN
2023-11-01T01:21,0.6528571428571368,UNKNOWN
2023-11-01T01:22,0.8528571428571396,UNKNOWN
2023-11-01T01:23,1.0528571428571425,UNKNOWN
2023-11-01T01:24,1.1528571428571368,UNKNOWN
2023-11-01T01:25,1.2528571428571382,UNKNOWN
2023-11-01T01:26,1.2528571428571382,UNKNOWN
2023-11-01T01:27,1.0528571428571425,UNKNOWN
2023-11-01T01:28,0.9528571428571411,UNKNOWN
2023-11-01T01:29,1.0528571428571425,UNKNOWN
2023-11-01T01:30,0.9528571428571411,UNKNOWN
2023-11-01T01:31,0.7528571428571382,UNKNOWN
2023-11-01T01:32,0.6528571428571368,UNKNOWN
2023-11-01T01:33,0.5528571428571425,UNKNOWN
