recorded_time,temperature,sensor_type
2023-10-31T00:00,-1.6461001642036166,UNKNOWN
2023-10-31T00:01,-1.746100164203618,UNKNOWN
2023-10-31T00:02,-1.6461001642036166,UNKNOWN
2023-10-31T00:03,-1.6461001642036166,UNKNOWN
2023-10-31T00:04,-1.5461001642036152,UNKNOWN
2023-10-31T00:05,-1.6461001642036166,UNKNOWN
2023-10-31T00:06,-1.6461001642036166,UNKNOWN
2023-10-31T00:07,-1.746100164203618,UNKNOWN
2023-10-31T00:08,-1.9461001642036173,UNKNOWN
2023-10-31T00:09,-2.046100164203615,UNKNOWN
2023-10-31T00:10,-2.046100164203615,UNKNOWN
2023-10-31T00:11,-1.9461001642036173,UNKNOWN
2023-10-31T00:12,-1.846100164203616,UNKNOWN
2023-10-31T00:13,-1.746100164203618,UNKNOWN
2023-10-31T00:14,-1.6461001642036166,UNKNOWN
2023-10-31T00:15,-1.5461001642036152,UNKNOWN
2023-10-31T00:16,-1.346100164203616,UNKNOWN
2023-10-31T00:17,-1.246100164203618,UNKNOWN
2023-10-31T00:18,-1.1461001642036166,UNKNOWN
2023-10-31T00:19,-0.9461001642036173,UNKNOWN
2023-10-31T00:20,-0.8461001642036159,UNKNOWN
2023-10-31T00:21,-0.8461001642036159,UNKNOWN
2023-10-31T00:22,-0.8461001642036159,UNKNOWN
2023-10-31T00:23,-0.746100164203618,UNKNOWN
2023-10-31T00:24,-0.8461001642036159,UNKNOWN
2023-10-31T00:25,-0.8461001642036159,UNKNOWN
2023-10-31T00:26,-0.8461001642036159,UNKNOWN
2023-10-31T00:27,-0.746100164203618,UNKNOWN
2023-10-31T00:28,-0.8461001642036159,UNKNOWN
2023-10-31T00:29,-0.8461001642036159,UNKNOWN
2023-10-31T00:30,-0.8461001642036159,UNKNOWN
2023-10-31T00:31,-1.0461001642036152,UNKNOWN
2023-10-31T00:32,-0.9461001642036173,UNKNOWN
2023-10-31T00:33,-1.0461001642036152,UNKNOWN
2023-10-31T00:34,-1.346100164203616,UNKNOWN
2023-10-31T00:35,-1.6461001642036166,UNKNOWN
2023-10-31T00:36,-2.1461001642036166,UNKNOWN
2023-10-31T00:37,-2.6461001642036166,UNKNOWN
2023-10-31T00:38,-2.746100164203618,UNKNOWN
2023-10-31T00:39,-2.846100164203616,UNKNOWN
2023-10-31T00:40,-2.746100164203618,UNKNOWN
2023-10-31T00:41,-2.4461001642036173,UNKNOWN
2023-10-31T00:42,-2.346100164203616,UNKNOWN
2023-10-31T00:43,-2.246100164203618,UNKNOWN
2023-10-31T00:44,-2.246100164203618,UNKNOWN
2023-10-31T00:45,-2.246100164203618,UNKNOWN
2023-10-31T00:46,-2.246100164203618,UNKNOWN
2023-10-31T00:47,-2.1461001642036166,UNKNOWN
2023-10-31T00:48,-2.046100164203615,UNKNOWN
2023-10-31T00:49,-1.9461001642036173,UNKNOWN
2023-10-31T00:50,-1.9461001642036173,UNKNOWN
2023-10-31T00:51,-1.746100164203618,UNKNOWN
2023-10-31T00:52,-1.6461001642036166,UNKNOWN
2023-10-31T00:53,-1.6461001642036166,UNKNOWN
2023-10-31T00:54,-1.5461001642036152,UNKNOWN
2023-10-31T00:55,-1.4461001642036173,UNKNOWN
2023-10-31T00:56,-1.346100164203616,UNKNOWN
2023-10-31T00:57,-1.346100164203616,UNKNOWN
2023-10-31T00:58,-1.246100164203618,UNKNOWN
2023-10-31T00:59,-1.1461001642036166,UNKNOWN
2023-10-31T01:00,-1.1461001642036166,UNKNOWN
2023-10-31T01:01,-1.1461001642036166,UNKNOWN
2023-10-31T01:02,-1.1461001642036166,UNKNOWN
2023-10-31T01:03,-1.0461001642036152,UNKNOWN
2023-10-31T01:04,-1.0461001642036152,UNKNOWN
2023-10-31T01:05,-1.0461001642036152,UNKNOWN
2023-10-31T01:06,-1.0461001642036152,UNKNOWN
2023-10-31T01:07,-1.0461001642036152,UNKNOWN
2023-10-31T01:08,-1.0461001642036152,UNKNOWN
2023-10-31T01:09,-1.1461001642036166,UNKNOWN
2023-10-31T01:10,-1.1461001642036166,UNKNOWN
2023-10-31T01:11,-1.246100164203618,UNKNOWN
2023-10-31T01:12,-1.346100164203616,UNKNOWN
2023-10-31T01:13,-1.4461001642036173,UNKNOWN
2023-10-31T01:14,-1.4461001642036173,UNKNOWN
2023-10-31T01:15,-1.4461001642036173,UNKNOWN
2023-10-31T01:16,-1.5461001642036152,UNKNOWN
2023-10-31T01:17,-1.5461001642036152,UNKNOWN
2023-10-31T01:18,-1.5461001642036152,UNKNOWN
2023-10-31T01:19,-1.5461001642036152,UNKNOWN
2023-10-31T01:20,-1.5461001642036152,UNKNOWN
2023-10-31T01:21,-1.6461001642036166,UNKNOWN
2023-10-31T01:22,-1.6461001642036166,UNKNOWN
2023-10-31T01:23,-1.6461001642036166,UNKNOWN
2023-10-31T01:24,-1.6461001642036166,UNKNOWN
2023-10-31T01:25,-1.746100164203618,UNKNOWN
2023-10-31T01:26,-1.846100164203616,UNKNOWN
2023-10-31T01:27,-1.846100164203616,UNKNOWN
2023-10-31T01:28,-1.9461001642036173,UNKNOWN
2023-10-31T01:29,-1.9461001642036173,UNKNOWN
2023-10-31T01:30,-1.846100164203616,UNKNOWN
2023-10-31T01:31,-1.846100164203616,UNKNOWN
2023-10-31T01:32,-1.846100164203616,UNKNOWN
2023-10-31T01:33,-1.846100164203616,UNKNOWN
2023-10-31T01:34,-1.846100164203616,UNKNOWN
2023-10-31T01:35,-1.846100164203616,UNKNOWN
2023-10-31T01:36,-1.846100164203616,UNKNOWN
2023-10-31T01:37,-1.846100164203616,UNKNOWN
2023-10-31T01:38,-1.846100164203616,UNKNOWN
2023-10-31T01:39,-1.846100164203616,UNKNOWN
2023-10-31T01:40,-1.746100164203618,UNKNOWN
2023-10-31T01:41,-1.746100164203618,UNKNOWN
2023-10-31T01:42,-1.746100164203618,UNKNOWN
2023-10-31T01:43,-1.846100164203616,UNKNOWN
2023-10-31T01:44,-1.846100164203616,UNKNOWN
2023-10-31T01:45,-1.746100164203618,UNKNOWN
2023-10-31T01:46,-1.746100164203618,UNKNOWN
2023-10-31T01:47,-1.746100164203618,UNKNOWN
2023-10-31T01:48,-1.746100164203618,UNKNOWN
2023-10-31T01:49,-1.746100164203618,UNKNOWN
2023-10-31T01:50,-1.746100164203618,UNKNOWN
2023-10-31T01:51,-1.746100164203618,UNKNOWN
2023-10-31T01:52,-1.746100164203618,UNKNOWN
2023-10-31T01:53,-1.9461001642036173,UNKNOWN
2023-10-31T01:54,-1.9461001642036173,UNKNOWN
2023-10-31T01:55,-1.9461001642036173,UNKNOWN
2023-10-31T01:56,-2.046100164203615,UNKNOWN
2023-10-31T01:57,-2.046100164203615,UNKNOWN
2023-10-31T01:58,-2.046100164203615,UNKNOWN
2023-10-31T01:59,-2.046100164203615,UNKNOWN
2023-10-31T02:00,-2.046100164203615,UNKNOWN
2023-10-31T02:01,-1.746100164203618,UNKNOWN
2023-10-31T02:02,-1.6461001642036166,UNKNOWN
2023-10-31T02:03,-1.5461001642036152,UNKNOWN
2023-10-31T02:04,-1.4461001642036173,UNKNOWN
2023-10-31T02:05,-1.6461001642036166,UNKNOWN
2023-10-31T02:06,-1.6461001642036166,UNKNOWN
2023-10-31T02:07,-1.6461001642036166,UNKNOWN
2023-10-31T02:08,-1.746100164203618,UNKNOWN
2023-10-31T02:09,-1.6461001642036166,UNKNOWN
2023-10-31T02:10,-1.746100164203618,UNKNOWN
2023-10-31T02:11,-1.9461001642036173,UNKNOWN
2023-10-31T02:12,-1.9461001642036173,UNKNOWN
2023-10-31T02:13,-1.9461001642036173,UNKNOWN
2023-10-31T02:14,-1.9461001642036173,UNKNOWN
2023-10-31T02:15,-1.9461001642036173,UNKNOWN
2023-10-31T02:16,-1.9461001642036173,UNKNOWN
2023-10-31T02:17,-1.9461001642036173,UNKNOWN
2023-10-31T02:18,-1.9461001642036173,UNKNOWN
2023-10-31T02:19,-1.846100164203616,UNKNOWN
2023-10-31T02:20,-1.846100164203616,UNKNOWN
2023-10-31T02:21,-1.746100164203618,UNKNOWN
2023-10-31T02:22,-1.746100164203618,UNKNOWN
2023-10-31T02:23,-1.746100164203618,UNKNOWN
2023-10-31T02:24,-1.746100164203618,UNKNOWN
2023-10-31T02:25,-1.746100164203618,UNKNOWN
2023-10-31T02:26,-1.746100164203618,UNKNOWN
2023-10-31T02:27,-1.746100164203618,UNKNOWN
2023-10-31T02:28,-1.746100164203618,UNKNOWN
2023-10-31T02:29,-1.746100164203618,UNKNOWN
2023-10-31T02:30,-1.746100164203618,UNKNOWN
2023-10-31T02:31,-1.846100164203616,UNKNOWN
2023-10-31T02:32,-1.746100164203618,UNKNOWN
2023-10-31T02:33,-1.4461001642036173,UNKNOWN
2023-10-31T02:34,-1.1461001642036166,UNKNOWN
2023-10-31T02:35,-0.9461001642036173,UNKNOWN
2023-10-31T02:36,-0.746100164203618,UNKNOWN
2023-10-31T02:37,-0.6461001642036166,UNKNOWN
2023-10-31T02:38,-0.4461001642036173,UNKNOWN
2023-10-31T02:39,-0.4461001642036173,UNKNOWN
2023-10-31T02:40,-0.3461001642036159,UNKNOWN
2023-10-31T02:41,-0.3461001642036159,UNKNOWN
2023-10-31T02:42,-0.24610016420361802,UNKNOWN
2023-10-31T02:43,-0.24610016420361802,UNKNOWN
2023-10-31T02:44,-0.1461001642036166,UNKNOWN
2023-10-31T02:45,-0.1461001642036166,UNKNOWN
2023-10-31T02:46,-0.1461001642036166,UNKNOWN
2023-10-31T02:47,-0.1461001642036166,UNKNOWN
2023-10-31T02:48,-0.1461001642036166,UNKNOWN
2023-10-31T02:49,-0.1461001642036166,UNKNOWN
2023-10-31T02:50,-0.1461001642036166,UNKNOWN
2023-10-31T02:51,-0.1461001642036166,UNKNOWN
2023-10-31T02:52,-0.1461001642036166,UNKNOWN
2023-10-31T02:53,-0.1461001642036166,UNKNOWN
2023-10-31T02:54,-0.24610016420361802,UNKNOWN
2023-10-31T02:55,-0.24610016420361802,UNKNOWN
2023-10-31T02:56,-0.24610016420361802,UNKNOWN
2023-10-31T02:57,-0.24610016420361802,UNKNOWN
2023-10-31T02:58,-0.24610016420361802,UNKNOWN
2023-10-31T02:59,-0.24610016420361802,UNKNOWN
2023-10-31T03:00,-0.24610016420361802,UNKNOWN
2023-10-31T03:01,-0.24610016420361802,UNKNOWN
2023-10-31T03:02,-0.24610016420361802,UNKNOWN
2023-10-31T03:03,-0.24610016420361802,UNKNOWN
2023-10-31T03:04,-0.24610016420361802,UNKNOWN
2023-10-31T03:05,-0.24610016420361802,UNKNOWN
2023-10-31T03:06,-0.24610016420361802,UNKNOWN
2023-10-31T03:07,-0.24610016420361802,UNKNOWN
2023-10-31T03:08,-0.24610016420361802,UNKNOWN
2023-10-31T03:09,-0.5461001642036152,UNKNOWN
2023-10-31T03:10,-0.8461001642036159,UNKNOWN
2023-10-31T03:11,-0.9461001642036173,UNKNOWN
2023-10-31T03:12,-1.1461001642036166,UNKNOWN
2023-10-31T03:13,-1.1461001642036166,UNKNOWN
2023-10-31T03:14,-1.246100164203618,UNKNOWN
2023-10-31T03:15,-1.346100164203616,UNKNOWN
2023-10-31T03:16,-1.4461001642036173,UNKNOWN
2023-10-31T03:17,-1.4461001642036173,UNKNOWN
2023-10-31T03:18,-1.4461001642036173,UNKNOWN
2023-10-31T03:19,-1.5461001642036152,UNKNOWN
2023-10-31T03:20,-1.5461001642036152,UNKNOWN
2023-10-31T03:21,-1.6461001642036166,UNKNOWN
2023-10-31T03:22,-1.6461001642036166,UNKNOWN
2023-10-31T03:23,-1.6461001642036166,UNKNOWN
2023-10-31T03:24,-1.746100164203618,UNKNOWN
2023-10-31T03:25,-1.746100164203618,UNKNOWN
2023-10-31T03:26,-1.846100164203616,UNKNOWN
2023-10-31T03:27,-1.846100164203616,UNKNOWN
2023-10-31T03:28,-1.9461001642036173,UNKNOWN
2023-10-31T03:29,-1.9461001642036173,UNKNOWN
2023-10-31T03:30,-1.9461001642036173,UNKNOWN
2023-10-31T03:31,-1.9461001642036173,UNKNOWN
2023-10-31T03:32,-1.846100164203616,UNKNOWN
2023-10-31T03:33,-1.846100164203616,UNKNOWN
2023-10-31T03:34,-1.746100164203618,UNKNOWN
2023-10-31T03:35,-1.746100164203618,UNKNOWN
2023-10-31T03:36,-1.746100164203618,UNKNOWN
2023-10-31T03:37,-1.746100164203618,UNKNOWN
2023-10-31T03:38,-1.746100164203618,UNKNOWN
2023-10-31T03:39,-1.746100164203618,UNKNOWN
2023-10-31T03:40,-1.846100164203616,UNKNOWN
2023-10-31T03:41,-2.046100164203615,UNKNOWN
2023-10-31T03:42,-2.046100164203615,UNKNOWN
2023-10-31T03:43,-2.1461001642036166,UNKNOWN
2023-10-31T03:44,-2.1461001642036166,UNKNOWN
