timestamp,Infrared to Red Signal Ratio
11/11/23 02:32:30,-6
11/11/23 02:33:30,-13
11/11/23 02:34:30,0
11/11/23 02:35:30,-17
11/11/23 02:36:30,-4
11/11/23 02:37:30,-16
11/11/23 02:38:30,3
11/11/23 02:39:30,0
11/11/23 02:40:30,-4
11/11/23 02:41:30,13
11/11/23 02:42:30,0
11/11/23 02:43:30,5
11/11/23 02:44:31,37
11/11/23 02:45:31,-1
11/11/23 02:46:31,26
11/11/23 02:47:31,-9
11/11/23 02:48:31,0
11/11/23 02:49:31,-1
11/11/23 02:50:31,-21
11/11/23 02:51:31,4
11/11/23 02:52:31,-39
11/11/23 02:53:31,0
11/11/23 02:54:31,-9
11/11/23 02:55:31,-30
11/11/23 02:56:31,0
11/11/23 02:57:31,-20
11/11/23 02:58:31,0
11/11/23 02:59:32,-3
11/11/23 03:00:32,0
11/11/23 03:01:32,3
11/11/23 03:02:32,0
11/11/23 03:03:32,0
11/11/23 03:04:32,0
11/11/23 03:05:32,-4
11/11/23 03:06:32,0
11/11/23 03:07:32,3
11/11/23 03:08:32,-8
11/11/23 03:09:32,10
11/11/23 03:10:32,-17
11/11/23 03:11:32,0
11/11/23 03:12:32,-4
11/11/23 03:13:32,-4
11/11/23 03:14:33,1
11/11/23 03:15:33,4
11/11/23 03:16:33,0
11/11/23 03:17:33,-14
11/11/23 03:18:33,-40
11/11/23 03:19:33,3
11/11/23 03:20:33,0
11/11/23 03:21:33,-21
11/11/23 03:22:33,-12
11/11/23 03:23:33,-10
11/11/23 03:24:33,2
11/11/23 03:25:33,13
11/11/23 03:26:33,-8
11/11/23 03:27:33,-21
11/11/23 03:28:33,0
11/11/23 03:29:36,4
11/11/23 03:30:36,-2
11/11/23 03:31:36,0
11/11/23 03:32:36,-4
11/11/23 03:33:36,-21
11/11/23 03:34:36,15
11/11/23 03:35:36,4
11/11/23 03:36:36,14
11/11/23 03:37:36,0
11/11/23 03:38:36,0
11/11/23 03:39:36,-11
