timestamp,Infrared to Red Signal Ratio
12/01/23 00:23:00,-8
12/01/23 00:24:00,1
12/01/23 00:25:00,2
12/01/23 00:26:00,0
12/01/23 00:27:00,-23
12/01/23 00:28:00,4
12/01/23 00:29:04,-2
12/01/23 00:30:04,0
12/01/23 00:31:04,21
12/01/23 00:32:04,33
12/01/23 00:33:04,3
12/01/23 00:34:04,0
12/01/23 00:35:04,-15
12/01/23 00:36:04,4
12/01/23 00:37:04,0
12/01/23 00:38:04,0
12/01/23 00:39:04,0
12/01/23 00:40:04,-19
12/01/23 00:41:04,-3
12/01/23 00:42:04,-3
12/01/23 00:43:04,-21
12/01/23 00:44:06,-8
12/01/23 00:45:06,2
12/01/23 00:46:06,0
12/01/23 00:47:06,-1
12/01/23 00:48:06,0
12/01/23 00:49:06,26
12/01/23 00:50:06,0
12/01/23 00:51:06,13
12/01/23 00:52:06,-19
12/01/23 00:53:06,0
12/01/23 00:54:06,-2
12/01/23 00:55:06,0
12/01/23 00:56:06,0
12/01/23 00:57:06,-21
12/01/23 00:58:06,8
12/01/23 00:59:07,0
12/01/23 01:00:07,0
12/01/23 01:01:07,0
12/01/23 01:02:07,0
12/01/23 01:03:07,0
12/01/23 01:04:07,0
12/01/23 01:05:07,0
12/01/23 01:06:07,0
12/01/23 01:07:07,0
12/01/23 01:08:07,0
12/01/23 01:09:07,0
12/01/23 01:10:07,0
12/01/23 01:11:07,0
12/01/23 01:12:07,0
12/01/23 01:13:07,0
12/01/23 01:14:12,0
12/01/23 01:15:12,0
12/01/23 01:16:12,0
12/01/23 01:17:12,0
12/01/23 01:18:12,0
12/01/23 01:19:12,0
12/01/23 01:20:12,0
12/01/23 01:21:12,0
12/01/23 01:22:12,0
12/01/23 01:23:12,0
12/01/23 01:24:12,0
12/01/23 01:25:12,0
12/01/23 01:26:12,0
12/01/23 01:27:12,0
12/01/23 01:28:12,-11
12/01/23 01:29:13,16
12/01/23 01:30:13,0
12/01/23 01:31:13,-10
12/01/23 01:32:13,0
12/01/23 01:33:13,0
12/01/23 01:34:13,0
12/01/23 01:35:13,0
12/01/23 01:36:13,0
12/01/23 01:37:13,0
12/01/23 01:38:13,0
12/01/23 01:39:13,0
12/01/23 01:40:13,0
12/01/23 01:41:13,0
12/01/23 01:42:13,0
12/01/23 01:43:13,0
12/01/23 01:44:14,0
12/01/23 01:45:14,0
12/01/23 01:46:14,0
12/01/23 01:47:14,23
12/01/23 01:48:14,-8
12/01/23 01:49:14,0
12/01/23 01:50:14,0
12/01/23 01:51:14,0
12/01/23 01:52:14,0
12/01/23 01:53:14,0
12/01/23 01:54:14,0
12/01/23 01:55:14,0
12/01/23 01:56:14,3
12/01/23 01:57:14,0
12/01/23 01:58:14,0
12/01/23 01:59:14,0
12/01/23 02:00:14,0
12/01/23 02:01:14,-6
12/01/23 02:02:14,20
12/01/23 02:03:14,-33
12/01/23 02:04:14,2
12/01/23 02:05:14,-10
12/01/23 02:06:14,-3
12/01/23 02:07:14,0
12/01/23 02:08:14,0
12/01/23 02:09:14,0
12/01/23 02:10:14,0
12/01/23 02:11:14,0
12/01/23 02:12:18,0
12/01/23 02:13:18,0
12/01/23 02:14:18,0
12/01/23 02:15:18,43
12/01/23 02:16:18,20
12/01/23 02:17:18,10
12/01/23 02:18:18,-7
12/01/23 02:19:18,0
12/01/23 02:20:18,0
12/01/23 02:21:18,16
12/01/23 02:22:18,4
12/01/23 02:23:18,4
12/01/23 02:24:18,0
12/01/23 02:25:18,0
12/01/23 02:26:18,0
12/01/23 02:27:20,0
12/01/23 02:28:20,0
12/01/23 02:29:20,-6
12/01/23 02:30:20,-21
12/01/23 02:31:20,0
12/01/23 02:32:20,-21
12/01/23 02:33:20,0
12/01/23 02:34:20,10
12/01/23 02:35:20,0
12/01/23 02:36:20,0
12/01/23 02:37:20,0
12/01/23 02:38:20,-17
12/01/23 02:39:20,0
12/01/23 02:40:20,-10
12/01/23 02:41:20,0
12/01/23 02:42:23,0
12/01/23 02:43:23,0
12/01/23 02:44:23,0
12/01/23 02:45:23,-4
12/01/23 02:46:23,0
12/01/23 02:47:23,0
12/01/23 02:48:23,0
12/01/23 02:49:23,0
12/01/23 02:50:23,-27
12/01/23 02:51:23,-2
12/01/23 02:52:23,0
12/01/23 02:53:23,0
12/01/23 02:54:23,-16
12/01/23 02:55:23,26
12/01/23 02:56:23,-12
12/01/23 02:57:27,-4
12/01/23 02:58:27,-23
12/01/23 02:59:27,0
12/01/23 03:00:27,-2
12/01/23 03:01:27,0
12/01/23 03:02:27,0
12/01/23 03:03:27,1
12/01/23 03:04:27,0
12/01/23 03:05:27,0
12/01/23 03:06:27,5
12/01/23 03:07:27,-13
12/01/23 03:08:27,-2
12/01/23 03:09:27,0
12/01/23 03:10:27,-12
12/01/23 03:11:27,4
12/01/23 03:12:31,0
12/01/23 03:13:31,0
12/01/23 03:14:31,0
12/01/23 03:15:31,2
12/01/23 03:16:31,0
12/01/23 03:17:31,0
12/01/23 03:18:31,0
12/01/23 03:19:31,0
12/01/23 03:20:31,0
12/01/23 03:21:31,-4
12/01/23 03:22:31,15
12/01/23 03:23:31,0
12/01/23 03:24:31,7
12/01/23 03:25:31,4
12/01/23 03:26:31,0
12/01/23 03:27:32,-52
12/01/23 03:28:32,4
12/01/23 03:29:32,0
12/01/23 03:30:32,10
12/01/23 03:31:32,-28
12/01/23 03:32:32,5
12/01/23 03:33:32,0
12/01/23 03:34:32,1
12/01/23 03:35:32,0
12/01/23 03:36:32,-2
12/01/23 03:37:32,-3
12/01/23 03:38:32,-2
12/01/23 03:39:32,0
12/01/23 03:40:32,19
12/01/23 03:41:32,0
12/01/23 03:42:34,0
12/01/23 03:43:34,-23
12/01/23 03:44:34,31
12/01/23 03:45:34,0
12/01/23 03:46:34,29
12/01/23 03:47:34,10
12/01/23 03:48:34,0
12/01/23 03:49:34,41
12/01/23 03:50:34,0
12/01/23 03:51:34,3
12/01/23 03:52:34,4
12/01/23 03:53:34,17
12/01/23 03:54:34,14
12/01/23 03:55:34,0
12/01/23 03:56:34,0
12/01/23 03:57:37,1
12/01/23 03:58:37,10
12/01/23 03:59:37,-13
12/01/23 04:00:37,-21
12/01/23 04:01:37,-39
12/01/23 04:02:37,-8
12/01/23 04:03:37,14
12/01/23 04:04:37,3
12/01/23 04:05:37,0
12/01/23 04:06:37,-3
12/01/23 04:07:37,-2
12/01/23 04:08:37,0
12/01/23 04:09:37,-4
12/01/23 04:10:37,0
12/01/23 04:11:37,-3
12/01/23 04:12:40,19
12/01/23 04:13:40,8
12/01/23 04:14:40,57
12/01/23 04:15:40,-30
12/01/23 04:16:40,0
12/01/23 04:17:40,0
12/01/23 04:18:40,0
12/01/23 04:19:40,0
12/01/23 04:20:40,0
12/01/23 04:21:40,0
12/01/23 04:22:40,0
12/01/23 04:23:40,0
12/01/23 04:24:40,0
12/01/23 04:25:40,0
12/01/23 04:26:40,0
12/01/23 04:27:41,0
12/01/23 04:28:41,0
12/01/23 04:29:41,0
12/01/23 04:30:41,0
12/01/23 04:31:41,0
12/01/23 04:32:41,0
12/01/23 04:33:41,0
12/01/23 04:34:41,0
12/01/23 04:35:41,0
12/01/23 04:36:41,0
12/01/23 04:37:41,0
12/01/23 04:38:41,0
12/01/23 04:39:41,0
12/01/23 04:40:41,0
12/01/23 04:41:41,0
12/01/23 04:42:45,0
12/01/23 04:43:45,0
12/01/23 04:44:45,0
12/01/23 04:45:45,0
12/01/23 04:46:45,0
12/01/23 04:47:45,0
12/01/23 04:48:45,0
12/01/23 04:49:45,0
12/01/23 04:50:45,0
12/01/23 04:51:45,0
12/01/23 04:52:45,0
12/01/23 04:53:45,0
12/01/23 04:54:45,0
12/01/23 04:55:45,-42
12/01/23 04:56:45,6
12/01/23 04:57:47,-20
12/01/23 04:58:47,0
12/01/23 04:59:47,-2
12/01/23 05:00:47,-4
12/01/23 05:01:47,4
12/01/23 05:02:47,-1
12/01/23 05:03:47,3
12/01/23 05:04:47,13
12/01/23 05:05:47,9
12/01/23 05:06:47,-65
12/01/23 05:07:47,0
12/01/23 05:08:47,6
12/01/23 05:09:47,33
12/01/23 05:10:47,0
12/01/23 05:11:47,-8
12/01/23 05:12:47,-2
12/01/23 05:13:47,0
12/01/23 05:14:47,0
12/01/23 05:15:47,6
12/01/23 05:16:47,36
12/01/23 05:17:47,0
12/01/23 05:18:47,0
12/01/23 05:19:47,-3
12/01/23 05:20:47,5
12/01/23 05:21:47,17
12/01/23 05:22:47,0
12/01/23 05:23:47,0
12/01/23 05:24:47,6
12/01/23 05:25:47,0
12/01/23 05:26:47,0
12/01/23 05:27:47,-2
12/01/23 05:28:47,-1
12/01/23 05:29:47,-6
12/01/23 05:30:47,-2
12/01/23 05:31:47,26
12/01/23 05:32:47,7
12/01/23 05:33:47,-23
12/01/23 05:34:47,-13
12/01/23 05:35:47,-1
12/01/23 05:36:47,-2
12/01/23 05:37:47,0
12/01/23 05:38:47,-1
12/01/23 05:39:47,4
12/01/23 05:40:47,30
12/01/23 05:41:47,-51
12/01/23 05:42:47,-1
12/01/23 05:43:47,0
12/01/23 05:44:47,23
12/01/23 05:45:47,-21
12/01/23 05:46:47,-8
12/01/23 05:47:47,1
12/01/23 05:48:47,0
12/01/23 05:49:47,0
12/01/23 05:50:47,32
12/01/23 05:51:47,-16
12/01/23 05:52:47,-39
12/01/23 05:53:47,46
12/01/23 05:54:47,13
12/01/23 05:55:47,10
12/01/23 05:56:47,-8
12/01/23 05:57:47,6
12/01/23 05:58:47,0
12/01/23 05:59:47,-6
12/01/23 06:00:47,0
12/01/23 06:01:47,0
12/01/23 06:02:47,0
12/01/23 06:03:47,0
12/01/23 06:04:47,0
12/01/23 06:05:47,0
12/01/23 06:06:47,0
12/01/23 06:07:47,0
12/01/23 06:08:47,0
12/01/23 06:09:47,0
12/01/23 06:10:47,0
12/01/23 06:11:47,0
12/01/23 06:12:47,0
12/01/23 06:13:47,0
12/01/23 06:14:47,0
12/01/23 06:15:47,0
12/01/23 06:16:47,0
12/01/23 06:17:47,0
12/01/23 06:18:47,-20
12/01/23 06:19:47,-16
12/01/23 06:20:47,0
12/01/23 06:21:47,7
12/01/23 06:22:47,22
12/01/23 06:23:47,22
12/01/23 06:24:47,0
12/01/23 06:25:47,11
12/01/23 06:26:47,-41
12/01/23 06:27:47,0
12/01/23 06:28:47,-8
12/01/23 06:29:47,1
12/01/23 06:30:47,0
12/01/23 06:31:47,0
12/01/23 06:32:47,0
12/01/23 06:33:50,0
12/01/23 06:34:50,0
12/01/23 06:35:50,0
12/01/23 06:36:50,-21
12/01/23 06:37:50,-3
12/01/23 06:38:50,4
12/01/23 06:39:50,-1
12/01/23 06:40:50,5
12/01/23 06:41:50,-9
12/01/23 06:42:50,17
12/01/23 06:43:50,0
12/01/23 06:44:50,-7
12/01/23 06:45:50,-69
12/01/23 06:46:50,0
12/01/23 06:47:50,4
12/01/23 06:48:51,2
12/01/23 06:49:51,4
12/01/23 06:50:51,5
12/01/23 06:51:51,30
12/01/23 06:52:51,-14
12/01/23 06:53:51,0
12/01/23 06:54:51,23
12/01/23 06:55:51,17
12/01/23 06:56:51,0
12/01/23 06:57:51,0
12/01/23 06:58:51,0
12/01/23 06:59:51,0
12/01/23 07:00:51,0
12/01/23 07:01:51,0
12/01/23 07:02:51,0
12/01/23 07:03:53,0
12/01/23 07:04:53,-28
12/01/23 07:05:53,-36
12/01/23 07:06:53,-4
12/01/23 07:07:53,-21
12/01/23 07:08:53,-4
12/01/23 07:09:53,-43
12/01/23 07:10:53,12
12/01/23 07:11:53,2
12/01/23 07:12:53,-13
12/01/23 07:13:53,12
12/01/23 07:14:53,0
12/01/23 07:15:53,0
12/01/23 07:16:53,0
12/01/23 07:17:53,0
12/01/23 07:18:56,0
12/01/23 07:19:56,0
12/01/23 07:20:56,-45
12/01/23 07:21:56,-29
12/01/23 07:22:56,0
12/01/23 07:23:56,0
12/01/23 07:24:56,0
12/01/23 07:25:56,0
12/01/23 07:26:56,0
12/01/23 07:27:56,0
12/01/23 07:28:56,1
12/01/23 07:29:56,0
12/01/23 07:30:56,-1
12/01/23 07:31:56,3
12/01/23 07:32:56,5
12/01/23 07:33:58,0
12/01/23 07:34:58,0
12/01/23 07:35:58,0
12/01/23 07:36:58,0
12/01/23 07:37:58,0
12/01/23 07:38:58,0
12/01/23 07:39:58,0
12/01/23 07:40:58,0
12/01/23 07:41:58,0
12/01/23 07:42:58,-5
12/01/23 07:43:58,3
12/01/23 07:44:58,0
12/01/23 07:45:58,0
12/01/23 07:46:58,0
12/01/23 07:47:58,17
12/01/23 07:49:03,3
12/01/23 07:50:03,-1
12/01/23 07:51:03,12
12/01/23 07:52:03,4
12/01/23 07:53:03,-6
12/01/23 07:54:03,0
12/01/23 07:55:03,6
12/01/23 07:56:03,26
12/01/23 07:57:03,0
12/01/23 07:58:03,0
12/01/23 07:59:03,0
12/01/23 08:00:03,0
12/01/23 13:17:00,0
12/01/23 13:18:00,0
12/01/23 13:19:00,0
12/01/23 13:20:00,0
12/01/23 13:21:00,0
12/01/23 13:22:00,0
12/01/23 13:23:00,0
12/01/23 13:24:00,-19
12/01/23 13:25:00,0
12/01/23 13:26:00,0
12/01/23 13:27:00,0
12/01/23 13:28:02,0
12/01/23 13:29:02,0
12/01/23 13:30:02,6
12/01/23 13:31:02,0
12/01/23 13:32:02,0
12/01/23 13:33:02,-5
12/01/23 13:34:02,-35
12/01/23 13:35:02,0
12/01/23 13:36:02,0
12/01/23 13:37:02,0
12/01/23 13:38:02,0
12/01/23 13:39:02,-4
12/01/23 13:40:02,0
12/01/23 13:41:02,0
12/01/23 13:42:02,0
12/01/23 13:43:02,10
12/01/23 13:44:08,0
12/01/23 13:45:08,-18
12/01/23 13:46:08,0
12/01/23 13:47:08,0
