recorded_time,temperature,sensor_type
2023-11-16T00:00,-1.2535377358490543,UNKNOWN
2023-11-16T00:01,-1.2535377358490543,UNKNOWN
2023-11-16T00:02,-1.2535377358490543,UNKNOWN
2023-11-16T00:03,-1.2535377358490543,UNKNOWN
2023-11-16T00:04,-1.1535377358490564,UNKNOWN
2023-11-16T00:05,-1.053537735849055,UNKNOWN
2023-11-16T00:06,-1.053537735849055,UNKNOWN
2023-11-16T00:07,-0.9535377358490535,UNKNOWN
2023-11-16T00:08,-0.8535377358490557,UNKNOWN
2023-11-16T00:09,-0.8535377358490557,UNKNOWN
2023-11-16T00:10,-0.7535377358490543,UNKNOWN
2023-11-16T00:11,-0.6535377358490564,UNKNOWN
2023-11-16T00:12,-0.8535377358490557,UNKNOWN
2023-11-16T00:13,-1.4535377358490535,UNKNOWN
2023-11-16T00:14,-1.6535377358490564,UNKNOWN
2023-11-16T00:15,-1.7535377358490543,UNKNOWN
2023-11-16T00:16,-1.6535377358490564,UNKNOWN
2023-11-16T00:17,-1.6535377358490564,UNKNOWN
2023-11-16T00:18,-1.6535377358490564,UNKNOWN
2023-11-16T00:19,-1.553537735849055,UNKNOWN
2023-11-16T00:20,-1.553537735849055,UNKNOWN
2023-11-16T00:21,-1.4535377358490535,UNKNOWN
2023-11-16T00:22,-1.3535377358490557,UNKNOWN
2023-11-16T00:23,-1.3535377358490557,UNKNOWN
2023-11-16T00:24,-1.2535377358490543,UNKNOWN
2023-11-16T00:25,-1.2535377358490543,UNKNOWN
2023-11-16T00:26,-1.2535377358490543,UNKNOWN
2023-11-16T00:27,-1.1535377358490564,UNKNOWN
2023-11-16T00:28,-1.1535377358490564,UNKNOWN
2023-11-16T00:29,-1.053537735849055,UNKNOWN
2023-11-16T00:30,-0.9535377358490535,UNKNOWN
2023-11-16T00:31,-0.8535377358490557,UNKNOWN
2023-11-16T00:32,-0.8535377358490557,UNKNOWN
2023-11-16T00:33,-0.7535377358490543,UNKNOWN
2023-11-16T00:34,-0.8535377358490557,UNKNOWN
2023-11-16T00:35,-0.9535377358490535,UNKNOWN
2023-11-16T00:36,-0.9535377358490535,UNKNOWN
2023-11-16T00:37,-0.9535377358490535,UNKNOWN
2023-11-16T00:38,-0.9535377358490535,UNKNOWN
2023-11-16T00:39,-0.9535377358490535,UNKNOWN
2023-11-16T00:40,-0.9535377358490535,UNKNOWN
2023-11-16T00:41,-0.9535377358490535,UNKNOWN
2023-11-16T00:42,-0.9535377358490535,UNKNOWN
2023-11-16T00:43,-0.9535377358490535,UNKNOWN
2023-11-16T00:44,-0.9535377358490535,UNKNOWN
2023-11-16T00:45,-0.9535377358490535,UNKNOWN
2023-11-16T00:46,-0.9535377358490535,UNKNOWN
2023-11-16T00:47,-0.9535377358490535,UNKNOWN
2023-11-16T00:48,-0.9535377358490535,UNKNOWN
2023-11-16T00:49,-0.9535377358490535,UNKNOWN
2023-11-16T00:50,-0.9535377358490535,UNKNOWN
2023-11-16T00:51,-0.9535377358490535,UNKNOWN
2023-11-16T00:52,-1.053537735849055,UNKNOWN
2023-11-16T00:53,-1.053537735849055,UNKNOWN
2023-11-16T00:54,-1.053537735849055,UNKNOWN
2023-11-16T00:55,-1.053537735849055,UNKNOWN
2023-11-16T00:56,-1.053537735849055,UNKNOWN
2023-11-16T00:57,-1.2535377358490543,UNKNOWN
2023-11-16T00:58,-1.3535377358490557,UNKNOWN
