recorded_time,temperature,sensor_type
2023-11-04T00:00,0.05389983579638624,UNKNOWN
2023-11-04T00:01,-0.04610016420361518,UNKNOWN
2023-11-04T00:02,-0.1461001642036166,UNKNOWN
2023-11-04T00:03,-0.1461001642036166,UNKNOWN
2023-11-04T00:04,-0.24610016420361802,UNKNOWN
2023-11-04T00:05,-0.3461001642036159,UNKNOWN
2023-11-04T00:06,-0.3461001642036159,UNKNOWN
2023-11-04T00:07,-0.3461001642036159,UNKNOWN
2023-11-04T00:08,-0.4461001642036173,UNKNOWN
2023-11-04T00:09,-0.5461001642036152,UNKNOWN
2023-11-04T00:10,-0.5461001642036152,UNKNOWN
2023-11-04T00:11,-0.5461001642036152,UNKNOWN
2023-11-04T00:12,-0.6461001642036166,UNKNOWN
2023-11-04T00:13,-0.6461001642036166,UNKNOWN
2023-11-04T00:14,-0.6461001642036166,UNKNOWN
2023-11-04T00:15,-0.6461001642036166,UNKNOWN
2023-11-04T00:16,-0.5461001642036152,UNKNOWN
2023-11-04T00:17,-0.5461001642036152,UNKNOWN
2023-11-04T00:18,-0.6461001642036166,UNKNOWN
2023-11-04T00:19,-0.6461001642036166,UNKNOWN
2023-11-04T00:20,-0.6461001642036166,UNKNOWN
2023-11-04T00:21,-0.4461001642036173,UNKNOWN
2023-11-04T00:22,-0.3461001642036159,UNKNOWN
2023-11-04T00:23,-0.3461001642036159,UNKNOWN
2023-11-04T00:24,-0.3461001642036159,UNKNOWN
2023-11-04T00:25,-0.24610016420361802,UNKNOWN
2023-11-04T00:26,-0.24610016420361802,UNKNOWN
2023-11-04T00:27,-0.24610016420361802,UNKNOWN
2023-11-04T00:28,-0.1461001642036166,UNKNOWN
2023-11-04T00:29,-0.1461001642036166,UNKNOWN
2023-11-04T00:30,-0.04610016420361518,UNKNOWN
2023-11-04T00:31,-0.04610016420361518,UNKNOWN
2023-11-04T00:32,-0.04610016420361518,UNKNOWN
2023-11-04T00:33,-0.04610016420361518,UNKNOWN
2023-11-04T00:34,0.05389983579638624,UNKNOWN
2023-11-04T00:35,0.05389983579638624,UNKNOWN
2023-11-04T00:36,0.05389983579638624,UNKNOWN
2023-11-04T00:37,0.15389983579638056,UNKNOWN
2023-11-04T00:38,0.15389983579638056,UNKNOWN
2023-11-04T00:39,0.15389983579638056,UNKNOWN
2023-11-04T00:40,0.15389983579638056,UNKNOWN
2023-11-04T00:41,0.15389983579638056,UNKNOWN
2023-11-04T00:42,0.05389983579638624,UNKNOWN
2023-11-04T00:43,0.05389983579638624,UNKNOWN
2023-11-04T00:44,0.05389983579638624,UNKNOWN
2023-11-04T00:45,-0.04610016420361518,UNKNOWN
2023-11-04T00:46,-0.1461001642036166,UNKNOWN
2023-11-04T00:47,-0.1461001642036166,UNKNOWN
2023-11-04T00:48,-0.1461001642036166,UNKNOWN
2023-11-04T00:49,-0.04610016420361518,UNKNOWN
2023-11-04T00:50,-0.04610016420361518,UNKNOWN
