wire_id,device_type,serial_number,enabled,fw_version
A16815E1583F,Inspire 3,,false,APP63.20001.188.58 BSL63.0.0 PERIPH|BT_RADIO|1.5121.0|0 PERIPH|TOUCH|9.0.2|2 ASSETS|1|10978
