timestamp,value
2023-12-02T05:26:33Z,100.0
2023-12-02T05:27:33Z,100.0
2023-12-02T05:28:33Z,100.0
2023-12-02T05:29:33Z,100.0
2023-12-02T05:30:33Z,100.0
2023-12-02T05:31:33Z,99.1
2023-12-02T05:32:33Z,98.4
2023-12-02T05:33:33Z,97.8
2023-12-02T05:34:33Z,97.7
2023-12-02T05:35:33Z,97.4
2023-12-02T05:36:33Z,97.0
2023-12-02T05:37:33Z,96.9
2023-12-02T05:38:33Z,96.5
2023-12-02T05:39:33Z,96.2
2023-12-02T05:40:33Z,96.2
2023-12-02T05:41:33Z,95.7
2023-12-02T05:42:33Z,95.7
2023-12-02T05:43:33Z,95.9
2023-12-02T05:44:33Z,95.5
2023-12-02T05:45:33Z,96.0
2023-12-02T05:46:33Z,95.9
2023-12-02T05:47:33Z,95.9
2023-12-02T05:48:33Z,95.5
2023-12-02T05:49:33Z,95.0
2023-12-02T05:50:33Z,94.5
2023-12-02T05:51:33Z,94.0
2023-12-02T05:52:33Z,92.2
2023-12-02T05:53:33Z,50.0
2023-12-02T05:54:33Z,92.3
2023-12-02T05:55:33Z,94.8
2023-12-02T05:56:33Z,95.1
2023-12-02T05:57:33Z,94.6
2023-12-02T05:58:33Z,93.3
2023-12-02T05:59:33Z,91.0
2023-12-02T06:00:33Z,91.0
2023-12-02T06:01:33Z,91.2
2023-12-02T06:02:33Z,50.0
2023-12-02T06:03:33Z,90.1
2023-12-02T06:04:33Z,50.0
2023-12-02T06:05:33Z,50.0
2023-12-02T06:06:33Z,89.8
2023-12-02T06:07:33Z,90.8
2023-12-02T06:08:33Z,91.7
2023-12-02T06:09:33Z,50.0
2023-12-02T06:10:33Z,50.0
2023-12-02T06:11:33Z,50.0
2023-12-02T06:12:33Z,50.0
2023-12-02T06:13:33Z,50.0
2023-12-02T06:14:33Z,50.0
2023-12-02T06:15:33Z,50.0
2023-12-02T06:16:33Z,50.0
2023-12-02T06:17:33Z,50.0
2023-12-02T06:18:33Z,92.6
2023-12-02T06:19:33Z,50.0
2023-12-02T06:20:33Z,50.0
2023-12-02T06:21:33Z,50.0
2023-12-02T06:22:33Z,50.0
2023-12-02T06:23:33Z,50.0
2023-12-02T06:24:33Z,50.0
2023-12-02T06:25:33Z,50.0
2023-12-02T06:26:33Z,50.0
2023-12-02T06:27:33Z,50.0
2023-12-02T06:28:33Z,50.0
2023-12-02T06:29:33Z,50.0
2023-12-02T06:30:33Z,50.0
2023-12-02T06:31:33Z,50.0
2023-12-02T06:32:33Z,50.0
2023-12-02T06:33:33Z,50.0
2023-12-02T06:34:33Z,50.0
2023-12-02T06:35:33Z,50.0
2023-12-02T06:36:33Z,95.7
2023-12-02T06:56:34Z,50.0
2023-12-02T06:57:34Z,50.0
2023-12-02T06:58:34Z,50.0
2023-12-02T06:59:34Z,50.0
2023-12-02T07:00:34Z,50.0
2023-12-02T07:01:34Z,50.0
2023-12-02T07:02:34Z,50.0
2023-12-02T07:03:34Z,50.0
2023-12-02T07:04:34Z,50.0
2023-12-02T07:05:34Z,50.0
2023-12-02T07:06:34Z,50.0
2023-12-02T07:07:34Z,50.0
2023-12-02T07:08:34Z,50.0
2023-12-02T07:09:34Z,50.0
2023-12-02T07:10:34Z,84.4
2023-12-02T07:11:34Z,84.9
2023-12-02T07:12:34Z,50.0
2023-12-02T07:13:34Z,87.1
2023-12-02T07:14:34Z,50.0
2023-12-02T07:15:34Z,91.1
2023-12-02T07:16:34Z,91.5
2023-12-02T07:17:34Z,93.4
2023-12-02T07:18:34Z,95.3
2023-12-02T07:19:34Z,96.7
2023-12-02T07:20:34Z,94.9
2023-12-02T07:21:34Z,91.4
2023-12-02T07:22:34Z,88.6
2023-12-02T07:23:34Z,86.7
2023-12-02T07:24:34Z,85.5
2023-12-02T07:25:34Z,84.9
2023-12-02T07:26:34Z,84.3
2023-12-02T15:18:33Z,50.0
2023-12-02T15:19:33Z,50.0
2023-12-02T15:20:33Z,50.0
2023-12-02T15:21:33Z,50.0
2023-12-02T15:22:33Z,50.0
2023-12-02T15:23:33Z,50.0
2023-12-02T15:24:33Z,50.0
2023-12-02T15:25:33Z,50.0
2023-12-02T15:26:33Z,50.0
2023-12-02T15:27:33Z,50.0
2023-12-02T15:28:33Z,50.0
2023-12-02T15:29:33Z,50.0
2023-12-02T15:30:33Z,50.0
2023-12-02T15:31:33Z,50.0
2023-12-02T15:32:33Z,50.0
2023-12-02T15:33:33Z,50.0
2023-12-02T15:34:33Z,50.0
2023-12-02T15:35:33Z,50.0
2023-12-02T15:36:33Z,50.0
2023-12-02T15:37:33Z,50.0
2023-12-02T15:38:33Z,50.0
2023-12-02T15:39:33Z,50.0
2023-12-02T15:40:33Z,50.0
2023-12-02T15:41:33Z,50.0
2023-12-02T15:42:33Z,50.0
2023-12-02T15:43:33Z,50.0
2023-12-02T15:44:33Z,50.0
2023-12-02T15:45:33Z,50.0
2023-12-02T15:46:33Z,50.0
2023-12-02T15:47:33Z,50.0
2023-12-02T15:48:33Z,50.0
