timestamp,value
2023-11-04T06:49:33Z,91.7
2023-11-04T06:50:33Z,93.5
2023-11-04T06:51:33Z,94.8
2023-11-04T06:52:33Z,95.7
2023-11-04T06:53:33Z,96.4
2023-11-04T06:54:33Z,96.9
2023-11-04T06:55:33Z,50.0
2023-11-04T06:56:33Z,96.9
2023-11-04T06:57:33Z,96.4
2023-11-04T06:58:33Z,95.7
2023-11-04T06:59:33Z,95.9
2023-11-04T07:00:33Z,96.0
2023-11-04T07:01:33Z,95.9
2023-11-04T07:02:33Z,95.9
2023-11-04T07:03:33Z,95.8
2023-11-04T07:04:33Z,95.7
2023-11-04T07:05:33Z,95.7
2023-11-04T07:06:33Z,50.0
2023-11-04T07:07:33Z,96.0
2023-11-04T07:08:33Z,96.3
2023-11-04T07:09:33Z,96.5
2023-11-04T07:10:33Z,96.6
2023-11-04T07:11:33Z,96.6
2023-11-04T07:12:33Z,96.7
2023-11-04T07:13:33Z,50.0
2023-11-04T07:14:33Z,95.4
2023-11-04T07:15:33Z,94.0
2023-11-04T07:16:33Z,92.9
2023-11-04T07:17:33Z,91.3
2023-11-04T07:18:33Z,90.2
2023-11-04T07:19:33Z,89.3
2023-11-04T07:20:33Z,89.0
2023-11-04T07:21:33Z,89.3
2023-11-04T07:22:33Z,88.6
2023-11-04T07:23:33Z,88.0
2023-11-04T07:24:33Z,87.9
2023-11-04T07:25:33Z,88.2
2023-11-04T07:26:33Z,88.3
2023-11-04T07:27:33Z,88.2
2023-11-04T07:28:33Z,88.7
2023-11-04T07:29:33Z,89.1
2023-11-04T07:30:33Z,89.3
2023-11-04T07:31:33Z,89.3
2023-11-04T07:32:33Z,89.4
2023-11-04T07:33:33Z,89.2
2023-11-04T07:34:33Z,89.4
2023-11-04T07:35:33Z,89.2
2023-11-04T07:36:33Z,89.6
2023-11-04T07:37:33Z,89.4
2023-11-04T07:38:33Z,89.8
2023-11-04T07:39:33Z,90.3
2023-11-04T07:40:33Z,90.8
2023-11-04T07:41:33Z,91.3
2023-11-04T07:42:33Z,92.1
2023-11-04T07:43:33Z,90.6
2023-11-04T07:44:33Z,90.4
2023-11-04T07:45:33Z,90.0
2023-11-04T07:46:33Z,88.8
2023-11-04T07:47:33Z,87.9
2023-11-04T07:48:33Z,87.2
2023-11-04T07:49:33Z,87.3
2023-11-04T07:50:33Z,87.1
2023-11-04T07:51:33Z,87.4
2023-11-04T07:52:33Z,88.6
2023-11-04T07:53:33Z,88.7
2023-11-04T07:54:33Z,87.7
2023-11-04T07:55:33Z,87.6
2023-11-04T07:56:33Z,88.2
2023-11-04T07:57:33Z,88.0
2023-11-04T07:58:33Z,88.5
2023-11-04T07:59:33Z,88.4
2023-11-04T08:00:33Z,88.1
2023-11-04T08:01:33Z,87.4
2023-11-04T08:02:33Z,87.0
2023-11-04T08:03:33Z,87.7
2023-11-04T08:04:33Z,87.3
2023-11-04T08:05:33Z,88.1
2023-11-04T08:06:33Z,87.9
2023-11-04T08:07:33Z,88.5
2023-11-04T08:08:33Z,88.6
2023-11-04T08:09:33Z,89.9
2023-11-04T08:10:33Z,91.0
2023-11-04T08:11:33Z,91.3
2023-11-04T08:12:33Z,50.0
2023-11-04T08:13:33Z,93.2
2023-11-04T08:14:33Z,94.7
2023-11-04T08:15:33Z,95.1
2023-11-04T08:16:33Z,95.6
2023-11-04T08:17:33Z,96.1
2023-11-04T08:18:33Z,96.4
2023-11-04T08:19:33Z,96.5
2023-11-04T08:20:33Z,96.3
2023-11-04T08:21:33Z,96.2
2023-11-04T08:22:33Z,96.1
2023-11-04T08:23:33Z,50.0
2023-11-04T08:24:33Z,96.0
2023-11-04T08:25:33Z,95.8
2023-11-04T08:26:33Z,95.5
2023-11-04T08:27:33Z,95.3
2023-11-04T08:28:33Z,95.2
2023-11-04T08:29:33Z,95.2
2023-11-04T08:30:33Z,50.0
2023-11-04T08:31:33Z,95.2
2023-11-04T08:32:33Z,95.0
2023-11-04T08:33:33Z,94.7
2023-11-04T08:34:33Z,94.5
2023-11-04T08:35:33Z,94.4
2023-11-04T08:36:33Z,94.3
2023-11-04T08:37:33Z,94.3
2023-11-04T08:38:33Z,94.3
2023-11-04T08:39:33Z,94.3
2023-11-04T08:40:33Z,94.3
2023-11-04T08:41:33Z,94.3
2023-11-04T08:42:33Z,94.4
2023-11-04T08:43:33Z,94.3
2023-11-04T08:44:33Z,94.4
2023-11-04T08:45:33Z,94.4
2023-11-04T08:46:33Z,94.4
2023-11-04T08:47:33Z,94.5
2023-11-04T08:48:33Z,94.5
2023-11-04T08:49:33Z,94.5
