date_time,heart_zone_id,total_minutes
2023-10-09T19:20,FAT_BURN,1
2023-10-09T19:21,FAT_BURN,1
2023-10-09T19:22,FAT_BURN,1
2023-10-09T19:39,FAT_BURN,1
2023-10-09T19:40,FAT_BURN,1
2023-10-09T19:41,FAT_BURN,1
2023-10-09T19:42,FAT_BURN,1
2023-10-09T19:43,FAT_BURN,1
2023-10-09T19:46,FAT_BURN,1
2023-10-09T22:29,FAT_BURN,1
2023-10-09T22:30,FAT_BURN,1
2023-10-09T22:31,FAT_BURN,1
2023-10-09T22:46,FAT_BURN,1
2023-10-09T22:47,FAT_BURN,1
2023-10-10T08:42,FAT_BURN,1
2023-10-10T08:43,FAT_BURN,1
2023-10-10T08:44,FAT_BURN,1
2023-10-10T08:49,FAT_BURN,1
2023-10-10T08:50,FAT_BURN,1
2023-10-10T08:51,FAT_BURN,1
2023-10-10T08:57,FAT_BURN,1
2023-10-10T08:58,FAT_BURN,1
2023-10-10T08:59,FAT_BURN,1
2023-10-10T09:00,CARDIO,2
2023-10-10T09:01,PEAK,2
2023-10-10T09:02,CARDIO,2
2023-10-10T09:03,CARDIO,2
2023-10-10T09:04,CARDIO,2
2023-10-10T09:05,CARDIO,2
2023-10-10T09:06,FAT_BURN,1
2023-10-10T09:07,FAT_BURN,1
2023-10-10T09:08,FAT_BURN,1
2023-10-10T10:21,FAT_BURN,1
2023-10-10T10:22,FAT_BURN,1
2023-10-10T10:23,FAT_BURN,1
2023-10-10T10:24,CARDIO,2
2023-10-10T10:25,FAT_BURN,1
2023-10-10T10:26,FAT_BURN,1
2023-10-10T10:28,FAT_BURN,1
2023-10-10T10:29,FAT_BURN,1
2023-10-10T11:07,FAT_BURN,1
2023-10-10T11:08,FAT_BURN,1
2023-10-10T11:09,CARDIO,2
2023-10-10T11:10,FAT_BURN,1
2023-10-10T11:11,CARDIO,2
2023-10-10T11:12,CARDIO,2
2023-10-10T11:13,PEAK,2
2023-10-10T11:14,PEAK,2
2023-10-10T11:15,PEAK,2
2023-10-10T11:16,FAT_BURN,1
2023-10-10T11:17,FAT_BURN,1
2023-10-10T11:28,FAT_BURN,1
2023-10-10T11:36,FAT_BURN,1
2023-10-10T11:37,FAT_BURN,1
2023-10-10T11:38,FAT_BURN,1
2023-10-10T11:39,FAT_BURN,1
2023-10-10T11:40,FAT_BURN,1
2023-10-10T11:41,FAT_BURN,1
2023-10-10T11:42,FAT_BURN,1
2023-10-10T11:43,FAT_BURN,1
2023-10-10T11:44,FAT_BURN,1
2023-10-10T11:48,FAT_BURN,1
2023-10-10T11:49,FAT_BURN,1
2023-10-10T11:50,FAT_BURN,1
2023-10-10T11:56,FAT_BURN,1
2023-10-10T12:08,FAT_BURN,1
2023-10-10T12:13,FAT_BURN,1
2023-10-10T13:09,FAT_BURN,1
2023-10-10T13:10,FAT_BURN,1
2023-10-10T13:11,FAT_BURN,1
2023-10-10T13:12,FAT_BURN,1
2023-10-10T13:13,FAT_BURN,1
2023-10-10T13:14,FAT_BURN,1
2023-10-10T14:05,FAT_BURN,1
2023-10-10T14:35,FAT_BURN,1
2023-10-10T14:40,FAT_BURN,1
2023-10-10T14:41,FAT_BURN,1
2023-10-10T14:42,FAT_BURN,1
2023-10-10T14:43,FAT_BURN,1
2023-10-10T14:44,FAT_BURN,1
2023-10-10T14:45,FAT_BURN,1
2023-10-10T14:46,FAT_BURN,1
2023-10-10T14:47,FAT_BURN,1
2023-10-10T15:07,FAT_BURN,1
2023-10-10T18:11,FAT_BURN,1
2023-10-10T19:47,FAT_BURN,1
2023-10-10T19:48,FAT_BURN,1
2023-10-10T19:49,FAT_BURN,1
2023-10-10T19:50,FAT_BURN,1
2023-10-10T19:51,FAT_BURN,1
2023-10-10T19:52,FAT_BURN,1
2023-10-10T21:27,FAT_BURN,1
2023-10-10T21:28,FAT_BURN,1
2023-10-10T21:29,FAT_BURN,1
2023-10-11T08:24,FAT_BURN,1
2023-10-11T08:29,FAT_BURN,1
2023-10-11T08:37,FAT_BURN,1
2023-10-11T08:47,FAT_BURN,1
2023-10-11T08:48,FAT_BURN,1
2023-10-11T08:50,FAT_BURN,1
2023-10-11T08:51,FAT_BURN,1
2023-10-11T08:52,FAT_BURN,1
2023-10-11T08:53,FAT_BURN,1
2023-10-11T08:54,FAT_BURN,1
2023-10-11T08:55,FAT_BURN,1
2023-10-11T08:56,FAT_BURN,1
2023-10-11T08:57,FAT_BURN,1
2023-10-11T08:58,FAT_BURN,1
2023-10-11T08:59,FAT_BURN,1
2023-10-11T09:00,FAT_BURN,1
2023-10-11T10:26,FAT_BURN,1
2023-10-11T10:27,FAT_BURN,1
2023-10-11T10:28,FAT_BURN,1
2023-10-11T10:29,FAT_BURN,1
2023-10-11T11:23,FAT_BURN,1
2023-10-11T11:25,FAT_BURN,1
2023-10-11T11:26,FAT_BURN,1
2023-10-11T11:27,FAT_BURN,1
2023-10-11T11:28,FAT_BURN,1
2023-10-11T11:29,FAT_BURN,1
2023-10-11T11:30,FAT_BURN,1
2023-10-11T11:31,FAT_BURN,1
2023-10-11T11:32,FAT_BURN,1
2023-10-11T11:33,FAT_BURN,1
2023-10-11T11:34,FAT_BURN,1
2023-10-11T11:35,FAT_BURN,1
2023-10-11T12:25,FAT_BURN,1
2023-10-11T12:26,FAT_BURN,1
2023-10-11T12:37,FAT_BURN,1
2023-10-11T12:40,FAT_BURN,1
2023-10-11T12:41,FAT_BURN,1
2023-10-11T14:47,FAT_BURN,1
2023-10-11T14:48,FAT_BURN,1
2023-10-11T14:59,FAT_BURN,1
2023-10-11T15:00,FAT_BURN,1
2023-10-11T15:01,FAT_BURN,1
2023-10-11T15:02,FAT_BURN,1
2023-10-11T15:03,FAT_BURN,1
2023-10-11T15:04,FAT_BURN,1
2023-10-11T15:05,FAT_BURN,1
2023-10-11T15:06,FAT_BURN,1
2023-10-11T15:07,FAT_BURN,1
2023-10-11T15:08,FAT_BURN,1
2023-10-11T17:55,FAT_BURN,1
2023-10-11T17:56,FAT_BURN,1
2023-10-11T17:57,FAT_BURN,1
2023-10-11T17:58,FAT_BURN,1
2023-10-11T17:59,FAT_BURN,1
2023-10-11T18:00,FAT_BURN,1
2023-10-11T18:01,FAT_BURN,1
2023-10-11T18:03,FAT_BURN,1
2023-10-11T18:04,FAT_BURN,1
2023-10-11T18:05,FAT_BURN,1
2023-10-11T18:48,FAT_BURN,1
2023-10-11T18:50,FAT_BURN,1
2023-10-11T18:51,FAT_BURN,1
2023-10-11T18:52,FAT_BURN,1
2023-10-11T19:17,FAT_BURN,1
2023-10-11T19:18,CARDIO,2
2023-10-11T19:19,CARDIO,2
2023-10-11T19:20,CARDIO,2
2023-10-11T19:21,CARDIO,2
2023-10-11T19:22,CARDIO,2
2023-10-11T19:25,FAT_BURN,1
2023-10-11T19:34,FAT_BURN,1
2023-10-11T19:35,CARDIO,2
2023-10-11T19:36,CARDIO,2
2023-10-11T19:37,CARDIO,2
2023-10-11T19:38,CARDIO,2
2023-10-11T19:39,FAT_BURN,1
2023-10-11T19:40,CARDIO,2
2023-10-11T19:41,CARDIO,2
2023-10-11T19:42,CARDIO,2
2023-10-11T19:43,CARDIO,2
2023-10-11T19:44,CARDIO,2
2023-10-11T19:45,CARDIO,2
2023-10-11T19:46,CARDIO,2
2023-10-11T19:47,CARDIO,2
2023-10-11T19:48,CARDIO,2
2023-10-11T19:49,FAT_BURN,1
2023-10-11T19:50,CARDIO,2
2023-10-11T19:51,CARDIO,2
2023-10-11T19:52,PEAK,2
2023-10-11T19:53,CARDIO,2
2023-10-11T19:54,CARDIO,2
2023-10-11T19:55,FAT_BURN,1
2023-10-11T19:56,FAT_BURN,1
2023-10-11T19:57,FAT_BURN,1
2023-10-11T19:58,FAT_BURN,1
2023-10-11T19:59,CARDIO,2
2023-10-11T20:00,FAT_BURN,1
2023-10-11T20:01,CARDIO,2
2023-10-11T20:02,FAT_BURN,1
