timestamp,value
2023-10-28T07:12:03Z,99.4
2023-10-28T07:13:03Z,98.0
2023-10-28T07:14:03Z,97.6
2023-10-28T07:15:03Z,97.0
2023-10-28T07:16:03Z,50.0
2023-10-28T07:17:03Z,50.0
2023-10-28T07:18:03Z,96.7
2023-10-28T07:19:03Z,50.0
2023-10-28T07:20:03Z,96.4
2023-10-28T07:21:03Z,50.0
2023-10-28T07:22:03Z,96.3
2023-10-28T07:23:03Z,96.4
2023-10-28T07:24:03Z,96.3
2023-10-28T07:25:03Z,96.3
2023-10-28T07:26:03Z,96.3
2023-10-28T07:27:03Z,96.2
2023-10-28T07:28:03Z,96.1
2023-10-28T07:29:03Z,96.1
2023-10-28T07:30:03Z,96.1
2023-10-28T07:31:03Z,96.1
2023-10-28T07:32:03Z,96.0
2023-10-28T07:33:03Z,96.0
2023-10-28T07:34:03Z,95.9
2023-10-28T07:35:03Z,96.0
2023-10-28T07:36:03Z,95.9
2023-10-28T07:37:03Z,96.0
2023-10-28T07:38:03Z,96.0
2023-10-28T07:39:03Z,95.9
2023-10-28T07:40:03Z,95.9
2023-10-28T07:41:03Z,95.9
2023-10-28T07:42:03Z,95.9
2023-10-28T07:43:03Z,96.0
2023-10-28T07:44:03Z,95.9
2023-10-28T07:45:03Z,96.0
2023-10-28T07:46:03Z,95.9
2023-10-28T07:47:03Z,95.9
2023-10-28T07:48:03Z,95.9
2023-10-28T07:49:03Z,95.9
2023-10-28T07:50:03Z,95.8
2023-10-28T07:51:03Z,95.9
2023-10-28T07:52:03Z,95.9
2023-10-28T07:53:03Z,96.0
2023-10-28T07:54:03Z,95.9
2023-10-28T07:55:03Z,50.0
2023-10-28T07:56:03Z,96.0
2023-10-28T07:57:03Z,96.0
2023-10-28T07:58:03Z,96.0
2023-10-28T07:59:03Z,96.0
2023-10-28T08:00:03Z,50.0
2023-10-28T08:01:03Z,96.0
2023-10-28T08:02:03Z,96.2
2023-10-28T08:03:03Z,96.2
2023-10-28T08:04:03Z,96.3
2023-10-28T08:05:03Z,96.3
2023-10-28T08:06:03Z,96.2
2023-10-28T08:07:03Z,96.3
2023-10-28T08:08:03Z,96.3
2023-10-28T08:09:03Z,96.3
2023-10-28T08:10:03Z,96.3
2023-10-28T08:11:03Z,96.3
2023-10-28T08:12:03Z,96.4
2023-10-28T08:13:03Z,96.4
2023-10-28T08:14:03Z,96.5
2023-10-28T08:15:03Z,96.5
2023-10-28T08:16:03Z,96.5
2023-10-28T08:17:03Z,96.5
