timestamp,value
2023-11-03T06:21:33Z,98.6
2023-11-03T06:22:33Z,98.2
2023-11-03T06:23:33Z,97.8
2023-11-03T06:24:33Z,97.5
2023-11-03T06:25:33Z,97.2
2023-11-03T06:26:33Z,97.1
2023-11-03T06:27:33Z,96.9
2023-11-03T06:28:33Z,96.8
2023-11-03T06:29:33Z,96.9
2023-11-03T06:30:33Z,50.0
2023-11-03T06:31:33Z,96.7
2023-11-03T06:32:33Z,95.9
2023-11-03T06:33:33Z,96.2
2023-11-03T06:34:33Z,95.5
2023-11-03T06:35:33Z,95.8
2023-11-03T06:36:33Z,95.6
2023-11-03T06:37:33Z,95.2
2023-11-03T06:38:33Z,50.0
2023-11-03T06:39:33Z,50.0
2023-11-03T06:40:33Z,95.3
2023-11-03T06:41:33Z,95.4
2023-11-03T06:42:33Z,95.6
2023-11-03T06:43:33Z,95.7
2023-11-03T06:44:33Z,95.7
2023-11-03T06:45:33Z,95.8
2023-11-03T06:46:33Z,95.8
2023-11-03T06:47:33Z,95.8
2023-11-03T06:48:33Z,95.7
2023-11-03T06:49:33Z,95.8
2023-11-03T06:50:33Z,95.8
2023-11-03T06:51:33Z,95.8
2023-11-03T06:52:33Z,95.9
2023-11-03T06:53:33Z,96.0
2023-11-03T06:54:33Z,95.9
2023-11-03T06:55:33Z,95.9
2023-11-03T06:56:33Z,95.9
2023-11-03T06:57:33Z,95.9
2023-11-03T06:58:33Z,95.9
2023-11-03T06:59:33Z,95.9
2023-11-03T07:00:33Z,95.9
2023-11-03T07:01:33Z,96.0
2023-11-03T07:02:33Z,96.0
2023-11-03T07:03:33Z,96.1
2023-11-03T07:04:33Z,96.1
2023-11-03T07:05:33Z,96.1
2023-11-03T07:06:33Z,96.1
2023-11-03T07:07:33Z,95.9
2023-11-03T07:08:33Z,95.8
2023-11-03T07:09:33Z,96.2
2023-11-03T07:10:33Z,96.2
2023-11-03T07:11:33Z,50.0
2023-11-03T07:12:33Z,96.3
2023-11-03T07:13:33Z,97.2
2023-11-03T07:14:33Z,97.0
2023-11-03T07:15:33Z,97.7
2023-11-03T07:16:33Z,98.5
2023-11-03T07:17:33Z,99.1
2023-11-03T07:18:33Z,99.1
2023-11-03T07:19:33Z,99.0
2023-11-03T07:20:33Z,99.2
2023-11-03T07:21:33Z,50.0
2023-11-03T07:22:33Z,50.0
2023-11-03T07:23:33Z,50.0
2023-11-03T07:24:33Z,97.2
2023-11-03T07:25:33Z,96.9
2023-11-03T07:26:33Z,96.6
2023-11-03T07:27:33Z,50.0
2023-11-03T07:28:33Z,96.7
2023-11-03T07:29:33Z,97.4
2023-11-03T07:30:33Z,97.7
2023-11-03T07:31:33Z,98.0
2023-11-03T07:32:33Z,98.3
2023-11-03T07:33:33Z,50.0
2023-11-03T07:34:33Z,98.3
2023-11-03T07:35:33Z,98.1
2023-11-03T07:36:33Z,98.2
2023-11-03T07:37:33Z,98.0
2023-11-03T07:38:33Z,98.0
2023-11-03T07:39:33Z,97.7
2023-11-03T07:40:33Z,97.8
2023-11-03T07:41:33Z,50.0
2023-11-03T07:42:33Z,97.9
2023-11-03T07:43:33Z,98.8
2023-11-03T07:44:33Z,99.3
2023-11-03T07:45:33Z,100.0
2023-11-03T07:46:33Z,100.0
2023-11-03T07:47:33Z,100.0
2023-11-03T07:48:33Z,100.0
2023-11-03T07:49:33Z,100.0
2023-11-03T07:50:33Z,100.0
2023-11-03T07:51:33Z,100.0
2023-11-03T07:52:33Z,100.0
2023-11-03T07:53:33Z,50.0
2023-11-03T07:54:33Z,100.0
2023-11-03T07:55:33Z,99.3
2023-11-03T07:56:33Z,98.2
2023-11-03T07:57:33Z,97.8
2023-11-03T07:58:33Z,97.6
2023-11-03T07:59:33Z,97.5
2023-11-03T08:00:33Z,97.3
2023-11-03T08:01:33Z,97.3
2023-11-03T08:02:33Z,97.4
2023-11-03T08:03:33Z,97.4
2023-11-03T08:04:33Z,97.4
2023-11-03T08:05:33Z,97.4
2023-11-03T08:06:33Z,97.3
2023-11-03T08:07:33Z,97.4
2023-11-03T08:08:33Z,50.0
2023-11-03T08:09:33Z,97.3
2023-11-03T08:10:33Z,96.8
2023-11-03T08:11:33Z,96.4
2023-11-03T08:12:33Z,95.9
2023-11-03T08:13:33Z,96.0
2023-11-03T08:14:33Z,50.0
2023-11-03T08:15:33Z,96.2
2023-11-03T08:16:33Z,96.3
2023-11-03T08:17:33Z,95.9
2023-11-03T08:18:33Z,50.0
2023-11-03T08:19:33Z,96.0
2023-11-03T08:20:33Z,96.0
2023-11-03T08:21:33Z,96.1
2023-11-03T08:22:33Z,95.8
2023-11-03T08:23:33Z,95.8
2023-11-03T08:24:33Z,50.0
2023-11-03T08:25:33Z,96.1
2023-11-03T08:26:33Z,95.6
2023-11-03T08:27:33Z,95.4
2023-11-03T08:28:33Z,95.7
2023-11-03T08:29:33Z,95.6
2023-11-03T08:30:33Z,95.6
2023-11-03T08:31:33Z,95.5
2023-11-03T08:32:33Z,95.6
2023-11-03T08:33:33Z,95.5
2023-11-03T08:34:33Z,95.2
2023-11-03T08:35:33Z,95.2
2023-11-03T08:36:33Z,95.1
2023-11-03T08:37:33Z,95.0
2023-11-03T08:38:33Z,95.0
2023-11-03T08:39:33Z,95.3
2023-11-03T08:40:33Z,95.3
2023-11-03T08:41:33Z,95.3
2023-11-03T08:42:33Z,95.3
2023-11-03T08:43:33Z,95.3
2023-11-03T08:44:33Z,95.4
2023-11-03T08:45:33Z,95.3
2023-11-03T08:46:33Z,95.2
2023-11-03T08:47:33Z,95.3
2023-11-03T08:48:33Z,95.2
2023-11-03T08:49:33Z,95.4
2023-11-03T08:50:33Z,95.4
2023-11-03T08:51:33Z,95.5
2023-11-03T08:52:33Z,95.5
2023-11-03T08:53:33Z,95.5
2023-11-03T08:54:33Z,95.6
2023-11-03T08:55:33Z,95.7
2023-11-03T08:56:33Z,95.8
2023-11-03T08:57:33Z,96.0
2023-11-03T08:58:33Z,96.0
2023-11-03T08:59:33Z,96.0
2023-11-03T09:00:33Z,96.0
2023-11-03T09:01:33Z,96.1
2023-11-03T09:02:33Z,96.0
2023-11-03T09:03:33Z,96.1
2023-11-03T09:04:33Z,95.9
2023-11-03T09:05:33Z,95.9
2023-11-03T09:06:33Z,95.9
2023-11-03T09:07:33Z,95.8
2023-11-03T09:08:33Z,96.1
2023-11-03T09:09:33Z,96.1
2023-11-03T09:10:33Z,96.1
2023-11-03T09:11:33Z,96.2
2023-11-03T09:12:33Z,96.4
2023-11-03T09:13:33Z,96.5
2023-11-03T09:14:33Z,96.4
2023-11-03T09:15:33Z,96.4
2023-11-03T09:16:33Z,96.6
2023-11-03T09:17:33Z,96.5
2023-11-03T09:18:33Z,96.3
2023-11-03T09:19:33Z,96.2
2023-11-03T09:20:33Z,96.4
2023-11-03T09:21:33Z,96.7
